text,tweet_text,tweet_langague,nrc_sentiment,nrc_sentiment_score,afraid,afraid_score,amused,amused_score,angry,angry_score,annoyed,annoyed_score,dontcare,dontcare_score,happy,happy_score,inspired,inspired_score,sad,sad_score,dpm_sentiment,dpm_sentiment_score
We turned on the night light for him so he dreams about #BlackLivesMatter Plaza ,"['We', 'turned', 'on', 'the', 'night', 'light', 'for', 'him', 'so', 'he', 'dreams', 'about', 'BlackLives', 'Matter', 'Plaza']",en,,0.0,4.0,0.37684200853144045,4.0,0.5214904357636914,4.0,0.38202501111807363,4.0,0.4624153108982464,4.0,0.5226464088796101,4.0,0.41943532164223446,4.0,0.887098514092863,4.0,0.4280469890738403,inspired,0.887098514092863
"2 of the police officers charged with aiding and abetting the murder of George Floyd were previously students in the Sociology dept. at the University of Minnesota. Yesterday, my dept. sent the grad students an email requesting we stay silent if contacted by media. Y’all. (1/n)","['2', 'of', 'the', 'police', 'officers', 'charged', 'with', 'aiding', 'and', 'abetting', 'the', 'murder', 'of', 'George', 'Floyd', 'were', 'previously', 'students', 'in', 'the', 'Sociology', 'dept.', 'at', 'the', 'University', 'of', 'Minnesota', 'Yesterday', 'my', 'dept', 'sent', 'the', 'grad', 'students', 'an', 'email', 'requesting', 'we', 'stay', 'silent', 'if', 'contacted', 'by', 'media', 'you', 'all', '1', '/n']",en,,0.0,18.0,1.731842214465258,18.0,2.0722925556210443,18.0,3.260186878521661,18.0,2.777947931777488,18.0,1.8085081602308064,18.0,1.7471086071763051,18.0,2.488723079793482,18.0,2.1133905724139534,angry,3.260186878521661
GRAPHIC VIDEO: @AllentownPolice held down this man’s face to the pavement and then one of its officers placed their knee on his neck!! This happened yesterday and is exactly what led to #GeorgeFloyd’s death. We need this officer’s name and badge #NOW. #ICantBreathe,"['GRAPHIC', 'VIDEO', '@', 'Allentown', 'Police', 'held', 'down', 'this', 'man', 'is', 'face', 'to', 'the', 'pavement', 'and', 'then', 'one', 'of', 'its', 'officers', 'placed', 'their', 'knee', 'on', 'his', 'neck', 'This', 'happened', 'yesterday', 'and', 'is', 'exactly', 'what', 'led', 'to', '#georgefloyd', ""'s"", 'death', 'We', 'need', 'this', 'officer', ""'s"", 'name', 'and', 'badge', 'NOW', 'ICantBreathe']",en,,0.0,18.0,1.7913712198268141,18.0,2.3686726647059753,18.0,2.5687840311064334,18.0,2.341402768258355,18.0,2.2027732896287984,18.0,1.7240020705936179,18.0,2.6507453273374213,18.0,2.3522486285425845,inspired,2.6507453273374213
Add @BTS_twt to the list of artists taking a stand against racism and supporting #BlackLivesMatter. These guys have amazing souls and hearts though so it’s no surprise. Respect fellas! ,"['Add', '@', 'BTS_twt', 'to', 'the', 'list', 'of', 'artists', 'taking', 'a', 'stand', 'against', 'racism', 'and', 'supporting', 'BlackLivesMatter', 'These', 'guys', 'have', 'amazing', 'souls', 'and', 'hearts', 'though', 'so', 'it', 'is', 'no', 'surprise', 'Respect', 'fellas']",en,,0.0,13.0,0.6790465031192346,13.0,2.2682373631493515,13.0,1.3575372290668435,13.0,1.768430258497127,13.0,1.8081766199530056,13.0,1.4614767594606424,13.0,2.607207614089745,13.0,1.0498876526640504,inspired,2.607207614089745
"I send deep love & heartfelt condolence to the family of #GeorgeFloyd. We love you George &amp; hate how you died. God rest your soul &amp; bring justice to the man who murdered you. On the obscene pillaging &amp; rape of our cities ongoing, I stand with @realDonaldTrump.","['I', 'send', 'deep', 'love', '&', 'heartfelt', 'condolence', 'to', 'the', 'family', 'of', 'GeorgeFloyd', 'We', 'love', 'you', 'George', '&amp', 'hate', 'how', 'you', 'died', 'God', 'rest', 'your', 'soul', 'bring', 'justice', 'to', 'the', 'man', 'who', 'murdered', 'you', 'On', 'the', 'obscene', 'pillaging', 'rape', 'of', 'our', 'cities', 'ongoing', 'I', 'stand', 'with', '@realDonaldTrump']",en,trust,2.961,21.0,1.8118219994060367,21.0,2.855917851212885,21.0,3.1764725467663055,21.0,2.701870257031655,21.0,2.5296173648450835,21.0,1.7874735433654885,21.0,3.2884463910280495,21.0,2.848380046344496,inspired,3.2884463910280495
If you have posted a black screen for #BlackOutTuesday on Instagram please remove the #/blacklivesmatter so that people who are receiving their information there can still find it. ,"['If', 'you', 'have', 'posted', 'a', 'black', 'screen', 'for', 'BlackOutTuesday', 'on', 'Instagram', 'please', 'remove', 'the', 'blacklivesmatter', 'so', 'that', 'people', 'who', 'are', 'receiving', 'their', 'information', 'there', 'can', 'still', 'find', 'it']",en,,0.0,10.0,0.996317814152761,10.0,1.4584834162654963,10.0,1.2731495092067695,10.0,1.4037451833435413,10.0,1.3380572956819314,10.0,0.9398241310563147,10.0,1.435225512915272,10.0,1.1551971373779133,amused,1.4584834162654963
Live - #GeorgeFloyd Peaceful Protests in Downtown Houston ,"['Live', 'GeorgeFloyd', 'Peaceful', 'Protests', 'in', 'Downtown', 'Houston']",en,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
We demand the arrest of ALL the officers involved in the murder of #GeorgeFloyd! #WeAreDoneDying #JusticeForGeorgeFloyd,"['We', 'demand', 'the', 'arrest', 'of', 'ALL', 'the', 'officers', 'involved', 'in', 'the', 'murder', 'of', 'GeorgeFloyd', 'We', 'AreDoneDying', 'Justice', 'ForGeorge', 'Floyd']",en,,0.0,5.0,0.4891822986251275,5.0,0.5254419970394961,5.0,1.2395909819114879,5.0,0.7287440508178682,5.0,0.5120665657941768,5.0,0.4531239498784037,5.0,0.4479311330254573,5.0,0.6039190229079823,angry,1.2395909819114879
"I’m sorry, but as much as I want justice and peace for George Floyd and his family, that event earlier today was a DNC Convention that featured a funeral.","['i', 'am', 'sorry', 'but', 'as', 'much', 'as', 'I', 'want', 'justice', 'and', 'peace', 'for', 'George', 'Floyd', 'and', 'his', 'family', 'that', 'event', 'earlier', 'today', 'was', 'a', 'DNC', 'Convention', 'that', 'featured', 'a', 'funeral']",en,,0.0,11.0,0.7787876631438064,11.0,1.4674185244585598,11.0,1.4191864220601502,11.0,1.5258094972415084,11.0,1.416841772351212,11.0,1.1160512437347259,11.0,1.9374866910509403,11.0,1.3384181859590967,inspired,1.9374866910509403
"Today, Starbucks banned their employees from representing or supporting BLACK LIVES MATTER via clothes. Today, my father opened his dream café. An East African infused shop. Support your local small black businesses! 634 S Front Street Mankato, MN 56001 ","['Today', 'Starbucks', 'banned', 'their', 'employees', 'from', 'representing', 'or', 'supporting', 'BLACK', 'LIVES', 'MATTER', 'via', 'clothes', 'Today', 'my', 'father', 'opened', 'his', 'dream', 'café', 'An', 'East', 'African', 'infused', 'shop', 'Support', 'your', 'local', 'small', 'black', 'businesses', '634', 'S', 'Front', 'Street', 'Mankato', 'MN', '56001']",en,,0.0,15.0,1.2936521688579439,15.0,2.1121458433251394,15.0,1.7640427025741234,15.0,1.8857718318118843,15.0,2.0247195578000765,15.0,1.6852748569359957,15.0,2.665933411341846,15.0,1.5684596273529918,inspired,2.665933411341846
"16 Y/O BRAD LEVI AYALA WAS HIT IN THE HEAD BY A SNIPER WHILE PEACEFULLY PROTESTING IN AUSTIN, TEXAS!! SIGNAL BOOST THIS, DONT LET THIS GO UNSEEN! HE WAS JUST STANDING THERE, IM FUCKING LIVID. #DictatorTrump #protests2020 #GeorgeFlyod #MartialLaw #BlackLivesMatter ","['16', 'Y/O', 'BRAD', 'LEVI', 'AYALA', 'WAS', 'HIT', 'IN', 'THE', 'HEAD', 'BY', 'A', 'SNIPER', 'WHILE', 'PEACEFULLY', 'PROTESTING', 'IN', 'AUSTIN', 'TEXAS', 'SIGNAL', 'BOOST', 'THIS', 'DO', 'NT', 'LET', 'THIS', 'GO', 'UNSEEN', 'HE', 'WAS', 'JUST', 'STANDING', 'THERE', 'IM', 'FUCKING', 'LIVID', 'DictatorTrump', '#protests2020', 'GeorgeFlyod', 'Martial', 'Law', 'BlackLivesMatter']",en,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Look at John McCain's Daughter making sense ..... #BlackLivesMatter ,"['Look', 'at', 'John', 'mccain', 'is', 'Daughter', 'making', 'sense', 'BlackLivesMatter']",en,,0.0,3.0,0.29222919628682176,3.0,0.5218298798409494,3.0,0.3168910341464852,3.0,0.41077924837888513,3.0,0.36586007826054406,3.0,0.29843741674569485,3.0,0.514318944824281,3.0,0.2796542015163388,amused,0.5218298798409494
Saw this on Tik Tok and honestly broke my heart. We need to spread awareness. #BlackLivesMatters ,"['Saw', 'this', 'on', 'Tik', 'Tok', 'and', 'honestly', 'broke', 'my', 'heart', 'We', 'need', 'to', 'spread', 'awareness', 'BlackLivesMatters']",en,,0.0,6.0,0.7106087401915089,6.0,0.7978239627655942,6.0,0.5805929769510298,6.0,0.7463389671299326,6.0,0.7722103590189835,6.0,0.5381033363071386,6.0,1.2209486278505748,6.0,0.6333730297852377,inspired,1.2209486278505748
Black Lives Matter! Hispanic Lives Matter! Asian Lives Matter! Muslim Lives Matter. ....now here's the kicker. ...hold on and I hope you're sitting down this and get the kids out of the room cause what I'm gonna say will be rather explosive.....but ...White Lives Matter too.,"['Black', 'Lives', 'Matter', 'Hispanic', 'Lives', 'Matter', 'Asian', 'Lives', 'Matter', 'Muslim', 'Lives', 'Matter', 'now', 'here', 'is', 'the', 'kicker', 'on', 'and', 'I', 'hope', 'you', 'are', 'sitting', 'down', 'this', 'and', 'get', 'the', 'kids', 'out', 'of', 'the', 'room', 'cause', 'what', 'i', 'am', 'gon', 'na', 'say', 'will', 'be', 'rather', 'explosive', 'but', 'White', 'Lives', 'Matter', 'too']",en,,0.0,12.0,1.0465556260382565,12.0,1.5219861106952342,12.0,1.8213261705431716,12.0,1.8079785577001017,12.0,1.5056337380650333,12.0,1.2084452449215224,12.0,2.0043475628625878,12.0,1.0837269891740933,inspired,2.0043475628625878
"Another remarkable visual: Peaceful #GeorgeFloyd demonstrators here outside the White House are now sitting, phone lights on, singing “Lean On Me” — all while military and federal police stand in front of military vehicles guarding the White House. ","['Another', 'remarkable', 'visual', 'Peaceful', 'George', 'Floyd', 'demonstrators', 'here', 'outside', 'the', 'White', 'House', 'are', 'now', 'sitting', 'phone', 'lights', 'on', 'singing', 'Lean', 'On', 'Me', 'all', 'while', 'military', 'and', 'federal', 'police', 'stand', 'in', 'front', 'of', 'military', 'vehicles', 'guarding', 'the', 'White', 'House']",en,,0.0,16.0,2.0549312044738355,16.0,2.101653576343515,16.0,2.3778109234987337,16.0,2.0526663311247533,16.0,1.842884125646825,16.0,1.5162573819985985,16.0,2.2388872412223257,16.0,1.8149092156914135,angry,2.3778109234987337
Week four is underway in Detroit. #DetroitWillBreathe #BlackLivesMatter ,"['Week', 'four', 'is', 'underway', 'in', 'Detroit', 'DetroitWillBreathe', 'BlackLivesMatter']",en,,0.0,2.0,0.2625975015762261,2.0,0.2331752721908249,2.0,0.24992599482629388,2.0,0.23380948579809635,2.0,0.22939381997859792,2.0,0.22236305960678276,2.0,0.25277248283498377,2.0,0.3159623831881946,sad,0.3159623831881946
This woman lays waste to “Black Lives Matter” that looted her business as she watched #BLM https://twitter.com/Mus1yMustafa/status/1267852417409916928/video/1,"['This', 'woman', 'lays', 'waste', 'to', 'Black', 'Lives', 'Matter', 'that', 'looted', 'her', 'business', 'as', 'she', 'watched', 'BLM']",en,,0.0,6.0,0.6224595971998479,6.0,0.7837740086503023,6.0,0.8739429156963378,6.0,0.7707955142446761,6.0,0.6122260718307319,6.0,0.577608320338743,6.0,1.0564795784414716,6.0,0.7027139935978894,inspired,1.0564795784414716
"On Tuesday, #GeorgeFloyd was killed by police in an incident in #Minneapolis, captured on video, where an officer knelt on his neck for nine minutes as he lay on the ground. George’s family say they want the “four officers involved in his death to be charged with #MURDER”.","['On', 'Tuesday', 'GeorgeFloyd', 'was', 'killed', 'by', 'police', 'in', 'an', 'incident', 'in', 'Minneapolis', 'captured', 'on', 'video', 'where', 'an', 'officer', 'knelt', 'on', 'his', 'neck', 'for', 'nine', 'minutes', 'as', 'he', 'lay', 'on', 'the', 'ground', 'george', 'is', 'family', 'say', 'they', 'want', 'the', 'four', 'officers', 'involved', 'in', 'his', 'death', 'to', 'be', 'charged', 'with', 'MURDER']",en,,0.0,21.0,2.2756067172074963,21.0,2.715957117964506,21.0,3.5808697005096226,21.0,2.564511244707068,21.0,2.4484597612737513,21.0,1.8507662093836605,21.0,2.6320971275145,21.0,2.9317321214393934,angry,3.5808697005096226
Most people already know that I express myself through my art/ nails so here’s my latest set. #BlackLivesMatter period. ,"['Most', 'people', 'already', 'know', 'that', 'I', 'express', 'myself', 'through', 'my', 'art', 'nails', 'so', 'here', 'is', 'my', 'latest', 'set', 'BlackLives', 'Matter', 'period']",en,,0.0,9.0,0.792091073549597,9.0,1.3205377901744688,9.0,1.0006262751946522,9.0,1.201774168139526,9.0,1.1856536306784176,9.0,0.9738576947453895,9.0,1.5065367896574118,9.0,1.0189225778605377,inspired,1.5065367896574118
"While he hides behind his fence afraid/alone, I stand w/ people peacefully exercising their First Amendment Right after the murder of #GeorgeFloyd &amp; hundreds of years of institutional racism There are no vicious dogs &amp; ominous weapons. There is just a scared man. Afraid/alone...","['While', 'he', 'hides', 'behind', 'his', 'fence', 'afraid', 'alone', 'I', 'stand', 'w/', 'people', 'peacefully', 'exercising', 'their', 'First', 'Amendment', 'Right', 'after', 'the', 'murder', 'of', 'GeorgeFloyd', 'hundreds', 'of', 'years', 'of', 'institutional', 'racism', 'There', 'are', 'no', 'vicious', 'dogs', 'ominous', 'weapons', 'There', 'is', 'just', 'a', 'scared', 'man', 'Afraid', 'alone']",en,fear,3.078,21.0,2.2813691869357076,21.0,2.807417487793615,21.0,3.274383313612265,21.0,2.980946105268619,21.0,2.040134457274675,21.0,1.8279931938217184,21.0,3.3395048636710354,21.0,2.448251391622364,inspired,3.3395048636710354
Just finished a 12 hour shift & I had no patience for the foolishness. Back to the message.. today is #Juneteenth &amp; #BlackLivesMatter! ,"['Just', 'finished', 'a', '12', 'hour', 'shift', '&', 'I', 'had', 'no', 'patience', 'for', 'the', 'foolishness', 'Back', 'to', 'the', 'message', 'today', 'is', 'Juneteenth', 'BlackLives', 'Matter']",en,,0.0,7.0,0.6718835434754578,7.0,0.8771756047272772,7.0,0.9245290551278942,7.0,1.1427388915314016,7.0,0.8306694506031236,7.0,0.7501555984685286,7.0,1.190554405642234,7.0,0.6122934504240833,inspired,1.190554405642234
"There are ways to arrest someone without using a CHOKEHOLD!! What’s happening in this video from Bellevue, WA (near Seattle) continues to happen in countless cities across America. It’s tragic and needs to STOP. Police brutality is a choice, plain and simple. #blacklivesmatter ","['There', 'are', 'ways', 'to', 'arrest', 'someone', 'without', 'using', 'a', 'CHOKEHOLD', 'what', 'is', 'happening', 'in', 'this', 'video', 'from', 'Bellevue', 'WA', 'near', 'Seattle', 'continues', 'to', 'happen', 'in', 'countless', 'cities', 'across', 'America', 'it', ""'s"", 'tragic', 'and', 'needs', 'to', 'STOP', 'Police', 'brutality', 'is', 'a', 'choice', 'plain', 'and', 'simple', '#blacklivesmatter']",en,,0.0,19.0,1.9839948148558457,19.0,2.754414398905305,19.0,2.5300616877252944,19.0,2.435755443362704,19.0,2.161789710843112,19.0,1.7063945973012076,19.0,3.3401143599794825,19.0,2.087474987027049,inspired,3.3401143599794825
"Today, on #JUNETEENTH2020 a Fat Black Trans Woman Looks over NEW YORK !!! #BlackTransLivesMatter #BlackLivesMatter #ProudinMyCalvins @CalvinKlein","['Today', 'on', 'JUNETEENTH2020', 'a', 'Fat', 'Black', 'Trans', 'Woman', 'Looks', 'over', 'NEW', 'YORK', 'BlackTransLivesMatter', 'BlackLives', 'Matter', 'Proudin', 'MyCalvins', '@', 'CalvinKlein']",en,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Independent medical examiners determined #GeorgeFloyd’s death was due to asphyxia from sustained forceful pressure. Full statement: ,"['Independent', 'medical', 'examiners', 'determined', 'georgefloyd', 'is', 'death', 'was', 'due', 'to', 'asphyxia', 'from', 'sustained', 'forceful', 'pressure', 'Full', 'statement']",en,,0.0,10.0,1.4072523741275123,10.0,0.8646874313656168,10.0,1.5743717492947213,10.0,1.3297718361233999,10.0,0.9657156449496068,10.0,0.8088251983076135,10.0,1.2754854938450684,10.0,1.7738902719864618,sad,1.7738902719864618
Y’all matter to us #BlackLivesMatter ,"['you', 'all', 'matter', 'to', 'us', 'BlackLives', 'Matter']",en,,0.0,2.0,0.19120590892918946,2.0,0.2936033342519862,2.0,0.279773155751334,2.0,0.3135737049522249,2.0,0.24820124825027035,2.0,0.1754963219549297,2.0,0.3259667003174891,2.0,0.17217962559257644,inspired,0.3259667003174891
Sarah Grossman DIED after getting teargassed at a Columbus #BlackLivesMatter protest fighting for justice. ANOTHER LIFE lost at the hands of police brutality… Enough is enough! #SarahGrossman https://www.thelantern.com/2020/06/columbus-looks-into-death-of-ohio-state-grad-who-attended-downtown-protests/,"['Sarah', 'Grossman', 'DIED', 'after', 'getting', 'teargassed', 'at', 'a', 'Columbus', 'BlackLives', 'Matter', 'protest', 'fighting', 'for', 'justice', 'ANOTHER', 'LIFE', 'lost', 'at', 'the', 'hands', 'of', 'police', 'brutality', 'Enough', 'is', 'enough', 'SarahGrossman']",en,,0.0,9.0,1.0952883672514964,9.0,1.0354647477083154,9.0,1.6027808360145992,9.0,1.18730756172937,9.0,0.9418137645313058,9.0,0.7793720436977236,9.0,1.283313618729092,9.0,1.0746590603380974,angry,1.6027808360145992
A few scenes from the aftermath here in Minneapolis. #GeorgeFloyd #minneapolisriots,"['A', 'few', 'scenes', 'from', 'the', 'aftermath', 'here', 'in', 'Minneapolis', 'George', 'Floyd', '#minneapolisriots']",en,,0.0,2.0,0.19651970384555859,2.0,0.2723058887373796,2.0,0.20431092562032505,2.0,0.22410543694581142,2.0,0.24417329812511895,2.0,0.19311837016803432,2.0,0.3477675257122417,2.0,0.31769885084553023,inspired,0.3477675257122417
"The Market House in downtown Fayetteville is on fire. Protestors have shattered the windows and are chanting,”Black Lives Matter.” – at Market House","['The', 'Market', 'House', 'in', 'downtown', 'Fayetteville', 'is', 'on', 'fire', 'Protestors', 'have', 'shattered', 'the', 'windows', 'and', 'are', 'chanting', 'Black', 'Lives', 'Matter', 'at', 'Market', 'House']",en,,0.0,5.0,0.7252464923052637,5.0,0.6297428928208647,5.0,0.6147076484239538,5.0,0.4375238412852054,5.0,0.6335975021114393,5.0,0.48056320669528013,5.0,0.6167658232743598,5.0,0.861852593083633,sad,0.861852593083633
"I made a little series of #BLM headers to help show support, Please feel free to use them and share them, Black Lives Matter! ","['I', 'made', 'a', 'little', 'series', 'of', 'BLM', 'headers', 'to', 'help', 'show', 'support', 'Please', 'feel', 'free', 'to', 'use', 'them', 'and', 'share', 'them', 'Black', 'Lives', 'Matter']",en,,0.0,11.0,0.790291432688721,11.0,2.313776483174142,11.0,1.0170719920490696,11.0,1.3607832366395782,11.0,1.299135398660951,11.0,1.123230123242545,11.0,2.2027017114076832,11.0,0.89300962213731,amused,2.313776483174142
The president just retweeted a post attacking the character of George Floyd ,"['The', 'president', 'just', 'retweeted', 'a', 'post', 'attacking', 'the', 'character', 'of', 'George', 'Floyd']",en,,0.0,5.0,0.36510472943377287,5.0,0.897419526068941,5.0,0.6243089577609003,5.0,0.7709208595096568,5.0,0.7773914834576443,5.0,0.5306588773796012,5.0,0.6300137162365047,5.0,0.40418185015297886,amused,0.897419526068941
BREAKING. Some protesters have jumped the gated barrier at Lafayette Park. US Park Police push them back. The White House is behind the US Park Police l & the Secret Service. @MSNBC @nbcwashington #GeorgeFloyd – at The White House,"['BREAKING', 'Some', 'protesters', 'have', 'jumped', 'the', 'gated', 'barrier', 'at', 'Lafayette', 'Park', 'US', 'Park', 'Police', 'push', 'them', 'back', 'The', 'White', 'House', 'is', 'behind', 'the', 'US', 'Park', 'Police', 'l', '&', 'the', 'Secret', 'Service', '@MSNBC', '@nbcwashington', 'GeorgeFloyd', 'at', 'The', 'White', 'House']",en,,0.0,7.0,0.7680638306196133,7.0,0.9428588257000324,7.0,1.0522180233162381,7.0,0.9509650818073017,7.0,0.8094283503334402,7.0,0.6488625914459665,7.0,0.9751247426735719,7.0,0.852478554103836,angry,1.0522180233162381
