sentiment,sentiment_count,sentiment_score,tweet_text
disgust,2.0,1.4680000000000002,I wore a black lives matter shirt to work and all the racist techs I work with giving me hella looks but the pussy bitches will not say shit to me but if they do just know i will need one of you all to plug me with a job
disgust,2.0,1.281,"pennsylvania is Montgomery County Commisioner Joseph Gale issues a press release; calls #BlackLivesMatter a ""radical left-wing hate group"" An absolutely appalling message from . Twitter, please help in sending a few emails to joe"
disgust,2.0,1.2109999999999999,"Do you all not realize that your are silencing the black lives matter movement with this ""black out Tuesday""shit? When you tap on the hashtag on Instagram all you see is black, nothing important. PLEASE DELETE THAT SHIT! IT WAS A BAD IDEA FROM THE GET GO!"
disgust,2.0,1.5659999999999998,"Dick will not call out his fellow democrat senator Amy Klobochar for not taking out the dirty cop in Minnesota who murdered George Floyd, even though he had pages of complaints she did not do her job."
disgust,2.0,1.237,"A thread: 1/3 I wish White folks, and all of us really, would stop referencing George floyd is murder as ""senseless."" ""Senseless"" in this context, reads as ahistorical, decontextualized, and ableist. #BlackLivesMatter #amplifymelanatedvoices"
disgust,4.0,1.9369999999999998,Dominicans who support black lives matter but belittle hatians make sick to my stomach fucking pigs
disgust,2.0,1.375,"This is how Houston marches! I noticed Steven taking trash bags out of his bag and picking up garbage. Thank you, Steven. Thank you. #GeorgeFloyd #abc13 #hounews"
disgust,2.0,1.726,Its either rape shit or the black lives matter shit down my tl like this is beginning to be TOO MUCH .
disgust,3.0,1.851,"tonight is peaceful protest was being protested by idiots like this lady. Long Island twitter, do your thing & let is find this lady. telling people to ""get over it"" in response to George floyd is death is DISGUSTING."
disgust,4.0,2.374,Jenna messercola gotta be the dumbest bum bitch to ever walk union catholic halls. dumb bitch has not said one thing about George floyd is death but can continuously spread this blue lives matter bullshit. bitch so fucking ugly inside and out.
disgust,3.0,1.485,We get a new crisis actor today lol George floyd is son Quincy MASON ...oh the mockery no shame in throwing right in our face....Freemasons mocking the sheeple. Wake up! you are being duped...George Floyd is not even a real person and yall getting all caught up in this psyop.
disgust,2.0,0.976,7:44 PM People are now lying down on the mayor is street & a few in his yard — an #ICantBreathe demonstration in honor of #GeorgeFloyd. #ColumbusProtests
disgust,2.0,0.976,Protestors lying facedown on East Main Street in silence for 9 minutes in memory of #GeorgeFloyd
disgust,4.0,2.406,I wake up angry every fucking day. I am so sick of this shit. all lives CAN'T matter until BLACK LIVES MATTER what is it going to take for you all racist ass pigs and piglets to understand that?
disgust,2.0,1.484,fuck that all lives matter shit honestly. nobody deals with racism and discrimination more than the average black woman or man. BLACK LIVES MATTER
disgust,3.0,1.7110000000000003,"Our country is divided, and this is a painful time for all of us. Our diversity remains our greatest strength. Everybody has a voice to be heard, USE IT! Discrimination & racism have no place in our society, PERIOD ! EXPRESS YOURSELF! #WeAreOne #BlackLivesMatter"
disgust,2.0,0.976,"Hundreds of protesters are lying silently on the ground at the Philadelphia Art Museum for 8 minutes and 46 seconds, the amount of time a Minnesota police office knelt on #georgefloyd is neck. – at Art Museum Steps"
disgust,2.0,0.976,"Protesters in Ouray hold a nine-minute moment of silence, lying on the ground, for George Floyd. – at Ouray, CO"
disgust,4.0,1.749,Oh finally you are here bitch! You got a dollar? So I can donate! you are fucking lying! Lemme see. OPEN YOUR PURSE! #BlackTransLivesMatter #blacklivesmatter
disgust,2.0,1.203,"Pulled over for speeding, didnt ask him for an ID after pulling him over just went straight up for an arrest like a fucking pig. Clear discrimination #acab #BlackLivesMatter"
disgust,3.0,1.9140000000000001,"Trump is jealous of George Floyd.... After he says Floyd is looking down at this great day, he says "" The fact that George Floyd had been held up as a martyr sickens me."" What a horrifying , little man!"
disgust,2.0,1.125,Trump Retweets Interview Trashing George floyd is Character as He Breaks Own Twitter Record. His tweets suggest he is terrified and angry.
disgust,3.0,1.992,"""Liberal activists should be taken to Guantanamo & waterboarded,"" spews right-wing pundit &amp; anti-Semite Rick Wiles #ReligionsPoison #EmptyThePews #ReligiousHate #BeGoneBigots #TheResistance #VoteOutTheGOP #BlackLivesMatter #VoteBlue2020"
disgust,3.0,1.843,This ignorant racist called this guy a fat f*uck and the N word and got her ass handed to her. you are part of the problem and you are also a piece of shit. #BlackLivesMatter #EndRacismNow
disgust,2.0,0.976,"Kayleigh Mcenany is lying her ass off right now. She just told the press that Black Lives Matter, means defund the police. She just tried to undermine the whole movement BLM with misinformation. Lying ass B****."
disgust,2.0,1.4680000000000002,"Went around town today w/ putting up Black Lives Matter posters, drove by an hour later and they were all gone. To whoever took them, karma is a bitch and you are a racist piece of shit."
disgust,4.0,2.2969999999999997,This Elmer Fudd piece of shit lawyer representing one of the police officers charged in the death of George Floyd is on this interview laughing and mocking his death. #CuomoPrimeTime
disgust,2.0,1.031,"Trump is: a racist, a rapist, an idiot, a fascist, a liar, a misogynist, a pedophile. Trump is NOT: a president. #BlackLivesMatter"
disgust,2.0,1.3279999999999998,it is appalling and sickening to hear some out there calling the #BlackLivesMatters movement a territorist organization. I am a Black Man and my #BlackLifeMatters.
disgust,2.0,1.289,"""The prejudiced and the bigoted are not going to change."" Rev. Bill Lawson spoke at today is service for George Floyd. Watch LIVE:"
disgust,5.0,3.269,"I am so sick of seeing all this grandiose devotion to George Floyd. Do any of you know what a vicious criminal record he had? I feel great sorrow regarding his horrible murder by police, but this guy was no angel!"
disgust,7.0,3.577,I am sickened. Just saw a video of trump supporters taunting protesters at a BLM outside rally by lying down on their stomachs in a position george floyd died in. Now u see why I am serious when I say I am outta here if trump cheats back in. He and his arrogant magas r sick
disgust,2.0,1.3039999999999998,"Hi if you are mad about not being able to fuck in public but did not say shit about how black lives matter, youre not welcome at any pride ever again because obviously you do not understand what it is supposed to be about"
disgust,3.0,2.031,"Lmao ""Black Lives Matter"" corporations that all use overseas slave labor and or degrade the environment to produce way more than they need to and send all their waste to landfill. While lobbying to keep their employees paid shit. Wow I feel so seen."
disgust,3.0,1.2970000000000002,"Go figure... Under Trump, the AG is a liar and probably a criminal Can anyone tell me of any non-Trump case which includes Flynn, BlackLivesMatter, &amp; ‘Mueller probe was unfair' AG Barr has undertaken? #OneVoice1 #wtpTEAM Raw Story"
disgust,2.0,1.39,I am not got nothing to promote. Just keep applying pressure to those who oppress us until shit changes. #BlackLivesMatter #SayHerName
disgust,3.0,2.29,"This new video shows—and I did not think it was possible—how insanely cruel, how wantonly inhuman these ""officers"" were to George Floyd. No conscience, no care, no humanity, no soul. A plague on them."
disgust,3.0,1.1329999999999998,How many bad apples do we need before we figure out what is poisoning the tree? #BlackLivesMatter #SayHisName #RayshardBrooks
disgust,3.0,1.7269999999999999,I AM SICK AND TIRED! I AM ANGRY AS HELL!! ENOUGH IS ENOUGH!! #RayshardBrooks #NoJusticeNoPeace #PoliceBrutality #BlackLivesMatter
disgust,2.0,1.101,This is what a Pennridge school board member tweeted! Imagine being that ignorant. I hate it here. #BlackLivesMatter #blm
disgust,2.0,0.976,The protest is about to wrap up here in Immokalee. Attendees are ending by lying with their hands behind their backs for eight minutes and 46 seconds in honor of George Floyd.
disgust,3.0,1.925,"If I was a cop, i would walk. I think everyone in America except for the 10 Democrat members left of KKK was onboard with George Floyd murder, but shit is really stupid now. i would go get an office job somewhere. F this noise. Weird times."
disgust,2.0,1.398,THIS SHIT MAKE ME SICK #BlackLivesMatter #BLM #FuckTrump #Fuck12 #DefundThePolice
disgust,2.0,1.523,"So we been trying to shut done this disgusting ass page but Facebook keeps telling us they will not but when I post something about black lives matter it gets shut down, Facebook support racist/pedophile and i am not with that shit help me out my Twitter friends spread this shit"
disgust,2.0,1.523,This shit is happening in Franklin NC and it is disgusting. If I had been there it would not of kept going and that you can take to the bank. We the people need to stand up to people like this. #BlackLivesMatter
disgust,2.0,1.351,These peckerwoods are still salty with Hanging nooses and shit. I hope finds the culprit. #BlackLivesMatter
disgust,4.0,2.469,"This is too disgusting for words! Shame on you Councilman Phillips! he is not only mocking Eric Garner & George Floyd, but he is telling his constituents that masks are UNNECESSARY evils!"
disgust,2.0,1.3780000000000001,Arrest the pigs that murdered #BreonnaTaylor !!!!!! #BLM #BlackLivesMatter
disgust,3.0,1.71,"In Regent Park. Honestly my stomach just dropped and i am nauseous. This is terrorism against Black Torontonians and Black people everywhere, pure and simple. #meanwhileincanada #BlackLivesMatter"
disgust,3.0,2.0540000000000003,"SHAME, Take this trash off the shelves in all your stores NOW. You will not have to do that here though. The black folks in my neighborhood should not have to see this filth a moment longer, so I bought out all the inventory. And they are ALL gonna burn. #BlackLivesMatter – at 7-Eleven"
disgust,2.0,1.5390000000000001,I will end my day on this repulsive despicable treatment of a priest by Black Lives Matter &amp; radical Muslims. They say that the backlash will happen soon and be decisive when it comes. Cannot wait...
disgust,2.0,1.25,"""‘This is an organization that seeks to destroy the American principles and I had to draw the line.' Loeffler also called the Black Lives Matter group ‘anti-Semitic' and claimed that the group is against the ‘nuclear family'"" Bigot fodder is damage of Stephen &amp; DeSean Jackson"
disgust,2.0,1.172,"i will add to those things that are making America bad, suffer, and piss me off: 1. Black Lives Matter crap; 2. My Body, My Choice, except when it comes to wearing a mask; and, 3. Drum roll, please ANYTHING coming out of mouth."
disgust,2.0,1.109,You can believe DeSean Jackson and Stephen Jackson comments were ignorant and disgusting and they should be rebuked and STILL believe strongly Breonna taylor is killers should be arrested and #BlackLivesMatter AT THE SAME TIME. Keep the same energy!
disgust,2.0,1.5779999999999998,Rangers star Connor Goldson takes aim as he slaughters 'disgusting' Black Lives Matter reaction
disgust,3.0,1.906,Jeffree really sat down with a PALACE in the background of a monetized video and said sorry James I know I said I was not gonna be a piece of shit but 2020 has been hard do not hate me bc covid is bad also black lives matter ! And Shane is not a pedo
disgust,3.0,1.515,"Protesters yelled, ""Shame on you,"" ""you are lying to the public,"" ""You continue to lie to the public,"" ""Don't listen,"" ""Black lives matter"" and ""You have blood on your hands."""
disgust,2.0,1.3310000000000002,"The murder of George Floyd brought long-simmering issues to a boil. But can the US reckon with its legacy of institutional racism? Join us for ""Racial Justice at Home and Abroad"" with Joseph Jackson &amp; Desiree Vargas! #StrikeForBlackLives"
disgust,2.0,1.172,Snopes Finds that a Terrorist Isn't Actually a Terrorist In Ridiculous Attempt to Protect Black Lives Matter
disgust,6.0,3.312,"This is the most idiotic drivel I believe i have ever read. And, I will say, borders on blasphemy when comparing the death of George Floyd to the crucifixion of Christ for the sin of the world. If you truly believe this you are a fool of the highest order..."
disgust,2.0,1.0699999999999998,Want to see people lose their shit? Watch this ... BLACK LIVES MATTER
disgust,2.0,1.2109999999999999,"And in the end, who is gonna get blamed for this? Trump and black people. Because ALL these assholes claim to be doing this under #BlackLivesMatter"
disgust,3.0,1.712,"Jurors are being removed from trials bc they support #BlackLivesMatter. Both ridiculous and discriminatory. As someone who does lots of innocence project work: An OUTRAGE. Please RT, like, share, do what you can to ensure this story is seen. Thx #BLM"
disgust,3.0,1.149,"John Lewis writes: ""Emmett Till was my George Floyd... I will never ever forget the moment when it became so clear that he could easily have been me."" Emmett Till, lynched at 14, was one year younger than Lewis. He would have turned 79 last Saturday."
disgust,2.0,1.3359999999999999,Holding a Black Lives Matter Sign in america is Most Racist Town via PLEASE WATCH THIS! This is priceless example of the level of slop/hate/ignorance we are up against.
disgust,4.0,1.821,#COVID19 #COVID__19 #BlackLivesMatter politically motivated. Website: Virus Prevention 3/12/20 RESOURCES spews #AntiTrump &amp; blames 4 virus. Later things 2 keep safe Limit large gatherings &amp; non-mandatory activities 2 avoid coming into contact with infected persons. #Hypocrisy
disgust,2.0,1.086,"The filthy flip-flop gang, i am telling you all it is part of the racist starter kit. #BlackLivesMatter"
disgust,2.0,1.382,"Well shit, since this is now my most popular twitter post ever: Human Rights are not political. Science is not the enemy. Black Lives Matter LGBTQ Lives Matter Womens Lives Matter Trans Lives Matter And if you dont agree with any of that, eat my whole ass."
