tweet,affect_dimension,intensity_score,ori_sentiment,tweet_text
"@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",anger,0.562,anger,"@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily."
"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",anger,0.5,anger,"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool."
"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx.  #KGB #G-town #fury",anger,0.396,anger,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx.  #KGB #G-town #fury"
When you forget to mention you were bought dreamboys tickets 🙄😂 #raging,anger,0.45799999999999996,anger,When you forget to mention you were bought dreamboys tickets 🙄😂 #raging
"All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous transition!@laurengrodstein",anger,0.312,anger,"All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous transition!@laurengrodstein"
So Rangers v Celtic ll #revenge,anger,0.33299999999999996,anger,So Rangers v Celtic ll #revenge
"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",anger,0.583,anger,"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back."
"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! ",anger,0.41700000000000004,anger,"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! "
@NJDDanin123 I personally liked #relentless …didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils,anger,0.354,anger,@NJDDanin123 I personally liked #relentless …didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils
I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me,anger,0.542,anger,I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me
You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,anger,0.708,anger,You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!
"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",anger,0.604,anger,"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations."
I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene  #fuck #die #hatered,anger,0.91,anger,I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene  #fuck #die #hatered
@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks ,anger,0.479,anger,@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks 
@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me ,anger,0.542,anger,@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me 
@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail,anger,0.625,anger,@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail
Another loss to city in the cup next 🙈 😂😂 cmon united! ,anger,0.292,anger,Another loss to city in the cup next 🙈 😂😂 cmon united! 
So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed #bitter,anger,0.41700000000000004,anger,So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed #bitter
Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up  #treatcustomersfairly,anger,0.604,anger,Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up  #treatcustomersfairly
@JessicaValenti @nytimes I don't know... Wasn't punk mostly about white men throwing tantrums?,anger,0.354,anger,@JessicaValenti @nytimes I don't know... Wasn't punk mostly about white men throwing tantrums?
Skipping meals is the national way of showing #disappointment and . #wiz,anger,0.354,anger,Skipping meals is the national way of showing #disappointment and . #wiz
"@mdivincenzo9 he's stupid, I hate him lol #bitter",anger,0.6459999999999999,anger,"@mdivincenzo9 he's stupid, I hate him lol #bitter"
@GreatFallVoyagr #bitter sums it up! Congrats Nicole! that's all folks #bb18 now onto #survivor !,anger,0.354,anger,@GreatFallVoyagr #bitter sums it up! Congrats Nicole! that's all folks #bb18 now onto #survivor !
"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.",anger,0.521,anger,"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen."
I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger,0.583,anger,I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry
Cheap pout my brodcast,anger,0.23199999999999998,anger,Cheap pout my brodcast
Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,anger,0.271,anger,Houston might lose a coach tomorrow or by midnight.  #yikes #offense?
@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical),anger,0.479,anger,@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical)
@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.,anger,0.688,anger,@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt,anger,0.625,anger,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt
@paulsherard @margarethaynie wow I just realized how much of a sexist pig I am! I am truly sorry to anyone I offended,anger,0.405,anger,@paulsherard @margarethaynie wow I just realized how much of a sexist pig I am! I am truly sorry to anyone I offended
Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha,anger,0.45799999999999996,anger,Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha
"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",anger,0.41700000000000004,anger,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer"
some of the casuals tweets that Vic has faved are making me gag ,anger,0.6459999999999999,anger,some of the casuals tweets that Vic has faved are making me gag 
@Supergold2002 Terence- got a lot of anger issues from my family and school.,anger,0.625,anger,@Supergold2002 Terence- got a lot of anger issues from my family and school.
@Evan_McMullin He's spent his campaign dividing people up and pitting them against each other. His message is to fear and resent the 'other',anger,0.604,anger,@Evan_McMullin He's spent his campaign dividing people up and pitting them against each other. His message is to fear and resent the 'other'
@EtherealMystic_ She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -,anger,0.33299999999999996,anger,@EtherealMystic_ She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -
@JaredLeto Jared + #snap? 💘,anger,0.188,anger,@JaredLeto Jared + #snap? 💘
@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,anger,0.7709999999999999,anger,@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming
Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,anger,0.521,anger,Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part
My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!😢💞😩,anger,0.22899999999999998,anger,My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!😢💞😩
"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄",anger,0.542,anger,"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄"
"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. #outrage",anger,0.43799999999999994,anger,"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. #outrage"
There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know,anger,0.667,anger,There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know
"says, who are you to compared me with the others; I'm just human. #lit #fire ",anger,0.5,anger,"says, who are you to compared me with the others; I'm just human. #lit #fire "
"No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.",anger,0.521,anger,"No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way."
I hope my hustle don't offend nobody,anger,0.292,anger,I hope my hustle don't offend nobody
ramos does what he does best burning haters with his head,anger,0.509,anger,ramos does what he does best burning haters with his head
@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage,anger,0.41700000000000004,anger,@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage
"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work ",anger,0.375,anger,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work "
"@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate",anger,0.375,anger,"@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate"
The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some,anger,0.479,anger,The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",anger,0.604,anger,"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! "
@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion 🙈😂😂,anger,0.396,anger,@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion 🙈😂😂
Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,anger,0.75,anger,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps
@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees,anger,0.667,anger,@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees
my mom cut my phone off and I'm so furious 🤗,anger,0.75,anger,my mom cut my phone off and I'm so furious 🤗
Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,anger,0.542,anger,Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH
I hate not having the answers I need. #tomourssuck #prayinsnotcancer #angry,anger,0.792,anger,I hate not having the answers I need. #tomourssuck #prayinsnotcancer #angry
So excited to watch @RuPaulsDragRace #allstars \n #RuPaul ,anger,0.20800000000000002,anger,So excited to watch @RuPaulsDragRace #allstars \n #RuPaul 
So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted ,anger,0.8959999999999999,anger,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted 
These NA kids are relentless,anger,0.45799999999999996,anger,These NA kids are relentless
Why mfs so bitter,anger,0.562,anger,Why mfs so bitter
Like hello? I am your first born you must always laugh at my jokes. #offended,anger,0.562,anger,Like hello? I am your first born you must always laugh at my jokes. #offended
"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.",anger,0.542,anger,"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE."
@ThatAnt_ @Football_Pollss i have hit a lot of irate villa fans lol,anger,0.33299999999999996,anger,@ThatAnt_ @Football_Pollss i have hit a lot of irate villa fans lol
@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol,anger,0.396,anger,@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol
"I had Golden Ocean the other day it was lush, then I gagged and was sick... What a waste of £20 - I was fuming @EmmaGould_ I miss you",anger,0.688,anger,"I had Golden Ocean the other day it was lush, then I gagged and was sick... What a waste of £20 - I was fuming @EmmaGould_ I miss you"
Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile,anger,0.375,anger,Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile
"Thou wilt be as valiant as the wrathful dove, or most magnanimous mouse. William Shakesphere",anger,0.46399999999999997,anger,"Thou wilt be as valiant as the wrathful dove, or most magnanimous mouse. William Shakesphere"
A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,anger,0.583,anger,A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive
Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.,anger,0.396,anger,Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.
I need all your attention! If I don't I'll pout..,anger,0.479,anger,I need all your attention! If I don't I'll pout..
I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,anger,0.375,anger,I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.
@TheRevAl please tell us why 'protesting' injustice requires #burning #beating and #looting terrible optics #toussaintromain is true leader!,anger,0.7290000000000001,anger,@TheRevAl please tell us why 'protesting' injustice requires #burning #beating and #looting terrible optics #toussaintromain is true leader!
People you need to look up the definition of protest. What you are doing is not protesting is called vandalism.  #stop,anger,0.688,anger,People you need to look up the definition of protest. What you are doing is not protesting is called vandalism.  #stop
That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume,anger,0.667,anger,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume
@RiveraJose39 happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme #madden #tater,anger,0.138,anger,@RiveraJose39 happy birthday to my seed‼️‼️‼️ #renewtherivalry #imyourdaddy #cantbeatme #madden #tater
"@strangerpeace We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine.",anger,0.396,anger,"@strangerpeace We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine."
@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! ,anger,0.7290000000000001,anger,@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! 
"A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court.",anger,0.406,anger,"A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court."
JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics ,anger,0.292,anger,JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics 
@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin,anger,0.6459999999999999,anger,@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin
"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5",anger,0.7290000000000001,anger,"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5"
@hoytschile fury road!!,anger,0.43799999999999994,anger,@hoytschile fury road!!
I wish the next madden has a story mode too. Just like Fifa 17 ,anger,0.292,anger,I wish the next madden has a story mode too. Just like Fifa 17 
i already gets aggravated too fast like why aggravate me on purpose?,anger,0.604,anger,i already gets aggravated too fast like why aggravate me on purpose?
Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow,anger,0.271,anger,Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow
@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂,anger,0.375,anger,@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂
Circle K is dead to me. I hate your new slushie machine.  #livid,anger,0.75,anger,Circle K is dead to me. I hate your new slushie machine.  #livid
@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me #fuming,anger,0.667,anger,@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me #fuming
@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading #fuming,anger,0.628,anger,@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading #fuming
We are raging angry.=1/2 bil $ for 2 pro Liars.(Actors) the most useless people in america Where is ours for working 100 X harder? @FoxNews,anger,0.667,anger,We are raging angry.=1/2 bil $ for 2 pro Liars.(Actors) the most useless people in america Where is ours for working 100 X harder? @FoxNews
never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*,anger,0.521,anger,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*
I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.,anger,0.583,anger,I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.
"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless",anger,0.16699999999999998,anger,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless"
"@UN_Women @JustinTrudeau @CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them",anger,0.5,anger,"@UN_Women @JustinTrudeau @CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them"
I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,anger,0.625,anger,I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media
I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,anger,0.479,anger,I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown
Chris ate all my mac n cheese so imma eat all his taffy #revenge,anger,0.43799999999999994,anger,Chris ate all my mac n cheese so imma eat all his taffy #revenge
I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.,anger,0.39399999999999996,anger,I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.
Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.,anger,0.42700000000000005,anger,Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.
@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall,anger,0.542,anger,@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall
"Okay you've annoyed me, you haven't done a good job there at all. #furious",anger,0.6729999999999999,anger,"Okay you've annoyed me, you haven't done a good job there at all. #furious"
"What u do wen ur love cheats on u ? Wen thy don't understand the emotions behind the anger, the constant waiting.. what u do ? @ritujai18874",anger,0.45799999999999996,anger,"What u do wen ur love cheats on u ? Wen thy don't understand the emotions behind the anger, the constant waiting.. what u do ? @ritujai18874"
@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! #outrage,anger,0.6459999999999999,anger,@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! #outrage
@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.,anger,0.542,anger,@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.
