ori_sentiment,tweet_text,final_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,afraid,afraid_score,amused,amused_score,angry,angry_score,annoyed,annoyed_score,dontcare,dontcare_score,happy,happy_score,inspired,inspired_score,sad,sad_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score
happy,Yr 9 art students are off to the today. Enjoy!,"['yr', '9', 'art', 'students', 'student', 'are', 'be', 'off', 'to', 'the', 'today', 'enjoy']",joy,2.0,1.046,6.0,0.3377856528077058,6.0,0.8105273843029548,6.0,0.7499095775913968,6.0,0.7896758551079937,6.0,0.8774199383640773,6.0,0.6202718813724151,6.0,1.2831797119151909,6.0,0.5312299985382657,inspired,6.0,1.2831797119151909
nocode,Indeed,['indeed'],,0.0,0.0,1.0,0.07257078712435341,1.0,0.14813390812583166,1.0,0.1469300189003694,1.0,0.14473570404247887,1.0,0.12248434870045365,1.0,0.0929652223226478,1.0,0.20200003478263973,1.0,0.07017997600122558,,0.0,0.0
nocode,""" More #Waterloo200? Live #Periscope tonight with Dan Snow in #BonaparteAndTheBritish","['more', 'waterloo200', 'live', 'periscope', 'tonight', 'with', 'dan', 'snow', 'in', 'bonaparte', 'and', 'thebritish']",joy,1.0,0.406,5.0,0.5167689862492515,5.0,0.6287032321394661,5.0,0.4044794245391161,5.0,0.6411876111940165,5.0,0.794825831293714,5.0,0.4901781610340579,5.0,1.0279763390419765,5.0,0.4958804145084015,inspired,5.0,1.0279763390419765
not-relevant,Please vote for us as #sidwell is local charity PRT,"['please', 'vote', 'for', 'us', 'we', 'as', '#sidwell', 'is', 'be', 'local', 'charity', 'prt']",joy,2.0,0.64,5.0,0.4339760359641521,5.0,1.1773415175029678,5.0,0.5774966081168046,5.0,0.6534161120063867,5.0,0.5691534249915471,5.0,0.4387641520028541,6.0,1.6540817613455643,5.0,0.4957703880697231,inspired,6.0,1.6540817613455643
not-relevant,#AskTheGallery Have you got plans to privatise any other roles ?,"['ask', 'thegallery', 'have', 'you', 'got', 'get', 'plans', 'plan', 'to', 'privatise', 'any', 'other', 'roles', 'role']",anticipation,1.0,0.57,7.0,0.51199281547481,7.0,1.0308019536526494,7.0,0.7961282061636947,7.0,0.9532242865709815,7.0,1.0519892680206644,7.0,0.7511072053975513,7.0,1.269781587051853,7.0,0.6349746776677954,inspired,7.0,1.269781587051853
nocode,New digital installation by Girton Artist in Residence will be projected on the façade of the tonight from 9pm!,"['new', 'digital', 'installation', 'by', 'girton', 'artist', 'in', 'residence', 'will', 'be', 'projected', 'project', 'on', 'the', 'façade', 'of', 'the', 'tonight', 'from', '9', 'pm']",,0.0,0.0,9.0,0.8770666996400508,9.0,1.3421282257804572,9.0,0.9420889121137641,9.0,1.1565759898797405,9.0,1.2343251702329856,9.0,1.1663561045597926,9.0,1.4162391360842796,9.0,0.8652197617089298,inspired,9.0,1.4162391360842796
happy,so beautiful,"['so', 'beautiful']",joy,1.0,0.7809999999999999,1.0,0.03298012334718123,1.0,0.16515477940445755,1.0,0.046408232520820186,1.0,0.11464073021697585,1.0,0.1857863476569823,1.0,0.11724102220868007,1.0,0.26052325178450475,1.0,0.07726551286039814,,0.0,0.0
nocode,i am with with Sussanna at pic —,"['i', 'am', 'be', 'with', 'with', 'sussanna', 'at', 'pic']",,0.0,0.0,1.0,0.05817048578770043,1.0,0.21192897394572094,1.0,0.060508417749447374,1.0,0.11859774213163365,1.0,0.2076439745565343,1.0,0.12544307698128546,1.0,0.11410226959040068,1.0,0.10360505925727716,,0.0,0.0
happy,awesome museum,"['awesome', 'museum']",,0.0,0.0,2.0,0.06916094510150529,2.0,0.4388702619149566,2.0,0.14675850366946752,2.0,0.19990610741804823,2.0,0.3080053189429108,2.0,0.3070133778888865,2.0,0.42529403353511314,2.0,0.1049914515291119,amused,2.0,0.4388702619149566
angry,#AskTheGallery Why do you pay your brilliant staff so poorly?,"['ask', 'thegallery', 'why', 'do', 'you', 'pay', 'your', 'you', 'brilliant', 'staff', 'so', 'poorly']",joy,2.0,1.101,5.0,0.4793547996576779,5.0,0.7030224443328437,5.0,0.7295175538940918,5.0,0.6849517084804307,5.0,0.5750535790109482,5.0,0.4656596025405861,5.0,0.7973579845428206,5.0,0.565082327540601,inspired,5.0,0.7973579845428206
nocode,A sneak peek #IndigenousAustralia exhibition,"['a', 'sneak', 'peek', 'indigenous', 'australia', 'exhibition']",surprise,1.0,0.6559999999999999,5.0,0.30958679441838816,5.0,0.92071343723324,5.0,0.5287309038546932,5.0,0.5500063151631798,5.0,0.614314631965608,5.0,0.6445799740408141,5.0,0.9091849925435347,5.0,0.5228829507805425,amused,5.0,0.92071343723324
nocode,Couldn't agree more ; counting the days till we see again !,"['could', ""n't"", 'not', 'agree', 'more', 'counting', 'count', 'the', 'days', 'day', 'till', 'we', 'see', 'again']",trust,1.0,0.43,8.0,0.7212697711351417,8.0,1.2005991920581909,8.0,0.9770096154029754,8.0,1.1322874559333598,8.0,0.9029160775793157,8.0,0.8512257919914595,8.0,1.3624219924416214,8.0,0.8522701034579359,inspired,8.0,1.3624219924416214
happy,"I do, I do, I do. :","['i', 'do', 'i', 'do', 'i', 'do']",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,one of my favourite paintings! He was a great artist,"['one', 'of', 'my', 'favourite', 'paintings', 'painting', 'he', 'was', 'be', 'a', 'great', 'artist']",,0.0,0.0,6.0,0.2948006382752766,6.0,0.9587839097001487,6.0,0.534095363461691,6.0,0.5743595476426049,6.0,0.9130698875610348,6.0,0.7596693737272724,6.0,1.4526962203681626,6.0,0.5125250592638089,inspired,6.0,1.4526962203681626
nocode,Free CPD afternoon for 2016 'War Games' exhibition on Thurs 2 Jul from 4pm #plymouth. Details at,"['free', 'cpd', 'afternoon', 'for', '2016', 'war', 'games', 'exhibition', 'on', 'thurs', '2', 'jul', 'from', '4', 'pm', '#plymouth', 'details', 'detail', 'at']",fear,1.0,0.9420000000000001,9.0,1.0402943107718472,9.0,1.2636477717870576,9.0,1.046896234844767,9.0,1.101478386621431,9.0,1.095958419393629,10.0,2.0020652637302025,9.0,1.3190991786670172,9.0,1.1305604341840487,happy,10.0,2.0020652637302025
happy,The Magna Carta exhibition was quite extraordinary. Very imaginatively done. Even a bit of Tony Hancock in there!,"['the', 'magna', 'carta', 'exhibition', 'was', 'be', 'quite', 'extraordinary', 'very', 'imaginatively', 'done', 'do', 'even', 'a', 'bit', 'of', 'tony', 'hancock', 'in', 'there']",,0.0,0.0,11.0,0.6287025663373188,11.0,1.8105306009620925,11.0,1.3525301059578505,11.0,1.692687272759939,11.0,1.252589446821881,11.0,1.1338766434652003,11.0,2.397440299702038,10.0,0.7316430639936797,inspired,11.0,2.397440299702038
not-relevant,"Over 100 people signed up for 'what is It Worth?' Don't miss out, book now! #cdavalue #PhDchat #ahrc10","['over', '100', 'people', 'signed', 'sign', 'up', 'for', 'what', 'is', 'be', 'it', 'worth', 'do', ""n't"", 'not', 'miss', 'out', 'book', 'now', '#cdavalue', 'phdchat', '#ahrc10']",sadness,1.0,0.379,6.0,0.4966946777659,6.0,0.8473070864229788,6.0,0.7407319492281907,6.0,0.8174095318802634,6.0,0.815783521883786,6.0,0.7452297388906395,6.0,1.0035596775266395,6.0,0.5332838164016016,inspired,6.0,1.0035596775266395
happy,"Kudos, for a top-flight WC exhibition!","['kudos', 'kudo', 'for', 'a', 'top', 'flight', 'wc', 'exhibition']",trust,2.0,0.883,5.0,0.35751930070039756,5.0,0.9021710170053681,5.0,0.4734874061919736,5.0,0.5757016296739814,5.0,0.7158896908243554,5.0,0.5110543176198776,5.0,0.6992591656576185,5.0,0.7649174723264278,amused,5.0,0.9021710170053681
nocode,"Jack from blogs about how #museums can keep up with tech &amp; youngsters, its all in the collection","['jack', 'from', 'blogs', 'blog', 'about', 'how', '#museums', '#museum', 'can', 'keep', 'up', 'with', 'tech', '&amp', 'youngsters', 'youngster', 'it', 's', 'be', 'all', 'in', 'the', 'collection']",,0.0,0.0,8.0,0.4952887698768585,8.0,1.3747413874220111,8.0,0.8346483088514091,8.0,0.9661638595456176,8.0,1.194446879445727,8.0,0.9983116059608396,8.0,1.346147922407285,8.0,0.7902512664902528,amused,8.0,1.3747413874220111
nocode,,['nan'],,0.0,0.0,1.0,0.20586594958307336,1.0,0.03910933081168716,1.0,0.11602278114153823,1.0,0.08770051291221036,1.0,0.06507415103416611,1.0,0.20891103264727373,1.0,0.15822740751383374,1.0,0.11908883435621725,,0.0,0.0
happy,ooh... Please let us know how it is!!!,"['ooh', 'please', 'let', 'us', 'we', 'know', 'how', 'it', 'is', 'be']",,0.0,0.0,5.0,0.35835463944008883,5.0,0.7783913806641589,5.0,0.4674333083281962,5.0,0.6701901445846028,5.0,0.7101494841894258,5.0,0.5904923279657828,5.0,1.0045940001923326,5.0,0.420394714635412,inspired,5.0,1.0045940001923326
not-relevant,£10 off membership plus offers from with,"['10', 'off', 'membership', 'plus', 'offers', 'offer', 'from', 'with']",,0.0,0.0,4.0,0.3070467041187554,4.0,0.6681050533769146,4.0,0.42292327042229305,4.0,0.5807624159679271,4.0,0.6218318146991291,4.0,0.46303446106855517,4.0,0.6259182513065596,4.0,0.3103780290398659,amused,4.0,0.6681050533769146
nocode,Spain? Egypt?,"['spain', 'egypt']",,0.0,0.0,2.0,0.3518072388253266,2.0,0.27980115226476987,2.0,0.2261736750675566,2.0,0.18468453725528994,2.0,0.20939857319806499,2.0,0.19532331951613882,2.0,0.24480765673628938,2.0,0.3080038471365638,afraid,2.0,0.3518072388253266
happy,Enjoying the amazing collections with the family,"['enjoying', 'enjoy', 'the', 'amazing', 'collections', 'collection', 'with', 'the', 'family']",joy,3.0,2.083,6.0,0.27772372005084217,6.0,0.9011507960569607,6.0,0.6408825322340646,6.0,0.7588429975311979,6.0,0.8778876872409972,6.0,0.792706731824419,6.0,1.1895729216493796,6.0,0.5612326134121391,inspired,6.0,1.1895729216493796
nocode,"Ædwen is Brooch story of an #AngloSaxon lady, filmed at for &amp; exhibition","['ædwen', 'is', 'be', 'brooch', 'story', 'of', 'an', 'a', 'anglosaxon', 'lady', 'filmed', 'film', 'at', 'for', '&amp', 'exhibition']",,0.0,0.0,5.0,0.23412262721808808,6.0,1.286070435399684,5.0,0.47479652070066963,6.0,0.6039657858798703,6.0,1.307507211413571,6.0,0.7500062869932025,6.0,0.8433366052528678,5.0,0.5001945271420466,dontcare,6.0,1.307507211413571
happy,Beautiful painting. Thank you.,"['beautiful', 'painting', 'thank', 'you']",joy,1.0,0.7809999999999999,3.0,0.0994455609010172,3.0,0.4478458500526068,3.0,0.20018528371287747,3.0,0.3713788093958529,3.0,0.49556214297375584,3.0,0.34398702355913435,3.0,0.8262724602989555,3.0,0.2153228691058,inspired,3.0,0.8262724602989555
happy,#definingbeauty a truly breathtaking exhibition.fascinating on portrayals of women,"['#definingbeauty', 'a', 'truly', 'breathtaking', 'exhibition', 'fascinating', 'on', 'portrayals', 'portrayal', 'of', 'women', 'woman']",joy,1.0,0.728,8.0,0.3765390464549151,8.0,1.7967593454753263,8.0,0.5888559997693856,8.0,0.8986698913151656,8.0,1.0578719115768798,8.0,0.811146581741905,8.0,1.7511320468499494,8.0,0.7190251768164732,amused,8.0,1.7967593454753263
nocode,haha not in my case...,"['haha', 'not', 'in', 'my', 'case']",,0.0,0.0,2.0,0.11420202065673406,2.0,0.3462490248541894,2.0,0.3112756942103608,2.0,0.3708473986352818,2.0,0.3724064534092816,2.0,0.17649187534574773,2.0,0.19519909851339357,2.0,0.11332843437501135,dontcare,2.0,0.3724064534092816
nocode,The Great Court of the #london. #photography,"['the', 'great', 'court', 'of', 'the', '#london', 'photography']",anticipation,1.0,0.49200000000000005,3.0,0.1523635815533421,3.0,0.4495750368457797,3.0,0.37693798716911775,3.0,0.3737072276174996,3.0,0.4501717688922479,3.0,0.3809663044174953,3.0,0.6054274245336253,3.0,0.21085066897089244,inspired,3.0,0.6054274245336253
nocode,"it is one of them things, innit?","['it', 'is', 'be', 'one', 'of', 'them', 'they', 'things', 'thing', 'innit']",,0.0,0.0,3.0,0.20021899784748604,3.0,0.49282091399384587,3.0,0.2979689520477376,3.0,0.40490717516384356,3.0,0.4063700273988954,3.0,0.2940334272609334,3.0,0.6631441992735503,3.0,0.240536307013708,inspired,3.0,0.6631441992735503
nocode,Discover The Arts with Social Media: NOHO Co-Founder Rod McIntosh on NOHO Origins* #London #Art,"['discover', 'the', 'arts', 'art', 'with', 'social', 'media', 'noho', 'co', 'founder', 'rod', 'mcintosh', 'on', 'noho', 'origins', 'london', 'art']",anticipation,1.0,0.391,10.0,0.6431239574980284,11.0,2.206536656026022,11.0,1.039804540216481,11.0,1.276448862132556,11.0,1.4567212628178519,11.0,1.2024294166484555,11.0,2.411702380736951,11.0,0.7632329239236538,inspired,11.0,2.411702380736951
happy,"thank you for the favourite, following you back, your mum did a great job at #DefeatingDepression","['thank', 'you', 'for', 'the', 'favourite', 'following', 'follow', 'you', 'back', 'your', 'you', 'mum', 'did', 'do', 'a', 'great', 'job', 'at', 'defeatingdepression']",trust,1.0,0.47700000000000004,8.0,0.5530928419323817,8.0,1.1662303315986482,8.0,0.7558708707798905,8.0,0.9995489764704428,8.0,1.2523169350912646,8.0,0.9553160380436203,8.0,1.4929899533374618,8.0,0.8246340527462899,inspired,8.0,1.4929899533374618
happy,Treats for the end of June followed by #JacksonPollock *perfect summer*,"['treats', 'treat', 'for', 'the', 'end', 'of', 'june', 'followed', 'follow', 'by', 'jacksonpollock', 'perfect', 'summer']",joy,3.0,1.8390000000000002,8.0,0.7491978564904953,8.0,1.2164704428611524,8.0,0.7784505558003887,8.0,0.975910728148091,8.0,1.1401765830171928,8.0,0.9779607086260926,8.0,1.4784540958203238,8.0,0.6833790292362634,inspired,8.0,1.4784540958203238
happy,One of the best places in the country.,"['one', 'of', 'the', 'best', 'places', 'place', 'in', 'the', 'country']",,0.0,0.0,5.0,0.4686937327030473,5.0,1.1302988972105503,5.0,0.512404172906865,5.0,0.5812582012653871,5.0,0.5736621262982149,5.0,0.5031086264157989,5.0,0.774130284429779,5.0,0.4564439587703575,amused,5.0,1.1302988972105503
nocode,Gemma is visiting Australia today but has failed to find a Hemsworth. Keep trying! #AustrianGP #Oz,"['gemma', 'is', 'be', 'visiting', 'visit', 'australia', 'today', 'but', 'has', 'have', 'failed', 'fail', 'to', 'find', 'a', 'hemsworth', 'keep', 'trying', 'try', 'austriangp', 'oz']",,0.0,0.0,13.0,1.2137548545995787,13.0,1.8037023318980392,13.0,1.3844738612528158,13.0,1.603991708353725,13.0,1.977748802809083,13.0,1.4797644964046808,13.0,2.3057256589389246,13.0,1.2308382857431528,inspired,13.0,2.3057256589389246
happy,Awwh possum!,"['awwh', 'possum']",,0.0,0.0,0.0,0.0,1.0,0.2522389923608208,0.0,0.0,0.0,0.0,1.0,0.4631858228628753,0.0,0.0,1.0,0.28457518477630395,0.0,0.0,dontcare,1.0,0.4631858228628753
nocode,"Only two more weeks to see our exhibition on Roman food stunning objects from , &amp; Corinium","['only', 'two', 'more', 'weeks', 'week', 'to', 'see', 'our', 'we', 'exhibition', 'on', 'roman', 'food', 'stunning', 'stun', 'objects', 'object', 'from', '&amp', 'corinium']",surprise,1.0,0.711,11.0,1.3402727619002797,11.0,1.8603594661733567,11.0,1.2013700480443676,11.0,1.2621938864413256,11.0,1.337793507642681,11.0,1.063905927016217,11.0,1.779645486752852,11.0,1.1544589160289205,amused,11.0,1.8603594661733567
happy,"Wonderful experience, hearing Tim knox is #objects2015 keynote on contents &amp; decor of UK country houses in gallery 3 of","['wonderful', 'experience', 'hearing', 'hear', 'tim', 'knox', 'is', 'be', '#object', 's', ""'s"", '2015', 'keynote', 'on', 'contents', 'decor', 'of', 'uk', 'country', 'houses', 'house', 'in', 'gallery', '3', 'of']",joy,2.0,1.238,14.0,0.9843586987820774,14.0,1.9877757499785171,14.0,1.8282064560135975,14.0,1.883029713818795,14.0,1.9657056627533618,14.0,1.551147964533644,14.0,2.376305608709516,14.0,1.4234701454104912,inspired,14.0,2.376305608709516
nocode,A little bit of #Waterloo1815 history today,"['a', 'little', 'bit', 'of', 'waterloo1815', 'history', 'today']",,0.0,0.0,4.0,0.3424914880470237,4.0,0.6466635754969473,4.0,0.3579523541167883,4.0,0.4944555325143125,4.0,0.5481032885558647,4.0,0.43766630183951466,4.0,0.7871722896909585,4.0,0.38549516973859016,inspired,4.0,0.7871722896909585
happy,Hooray! wins Evolver Prize 2015! See it at from 4 July.,"['hooray', 'wins', 'win', 'evolver', 'prize', '2015', 'see', 'it', 'at', 'from', '4', 'july']",joy,2.0,1.586,6.0,0.4203304924376389,6.0,0.8740451856029737,6.0,0.8328992860139951,6.0,0.6624063083397899,6.0,0.7803530558887881,6.0,0.7911480783910206,6.0,1.1213750919367902,6.0,0.5174425013890038,inspired,6.0,1.1213750919367902
happy,Fabulous Enid Blyton exhibition Great for kids of ALL ages!,"['fabulous', 'enid', 'blyton', 'exhibition', 'great', 'for', 'kids', 'kid', 'of', 'all', 'ages', 'age']",joy,2.0,1.437,7.0,0.3826041278104164,8.0,1.3512648487071688,7.0,0.48915845990373547,8.0,0.8859474134960881,8.0,0.9901045803414561,8.0,0.8538091297585408,8.0,2.005657088033299,9.0,2.041454351949295,sad,9.0,2.041454351949295
nocode,"Castle Hill Open Day starts at 12. Art, dance, family activities, tours, talks, a nuclear bunker and more #CastleHill15","['castle', 'hill', 'open', 'day', 'starts', 'start', 'at', '12', 'art', 'dance', 'family', 'activities', 'activity', 'tours', 'tour', 'talks', 'talk', 'a', 'nuclear', 'bunker', 'and', 'more', 'castlehill', '15']",joy,4.0,1.4979999999999998,17.0,1.5463453245323036,17.0,2.601298623483577,17.0,1.925486286380412,17.0,1.9801023991860585,17.0,2.126488880741612,17.0,2.1419000950298117,17.0,2.9510684649186425,17.0,1.727309925727583,inspired,17.0,2.9510684649186425
nocode,"How was the battle controlled? Drums,messages? Did regiments respond to the wrong drummers or instructions?","['how', 'was', 'be', 'the', 'battle', 'controlled', 'control', 'drums', 'messages', 'message', 'did', 'do', 'regiments', 'regiment', 'respond', 'to', 'the', 'wrong', 'drummers', 'drummer', 'or', 'instructions', 'instruction']",trust,2.0,1.0390000000000001,13.0,1.9586931615572931,13.0,1.8477805025635567,13.0,1.844832496156231,13.0,1.6874667142306419,13.0,1.4843366880711129,14.0,1.7979487350966679,13.0,2.021914202143702,13.0,1.3570275001807937,inspired,13.0,2.021914202143702
nocode,coffin for babies?,"['coffin', 'for', 'babies', 'baby']",fear,1.0,0.684,3.0,0.1252360969003829,3.0,0.5961932729154501,3.0,0.33052183669304,3.0,0.24162835738564387,3.0,0.3828455754208034,3.0,0.24409112292169982,3.0,0.4678389653085376,3.0,0.6116447724544426,sad,3.0,0.6116447724544426
nocode,"Important art and true culture, to effectively counter the culture of violence","['important', 'art', 'and', 'true', 'culture', 'to', 'effectively', 'counter', 'the', 'culture', 'of', 'violence']",trust,2.0,1.4220000000000002,7.0,0.618810818884473,7.0,0.9751564941405366,7.0,0.8857827505276441,7.0,0.9625061932897346,7.0,0.836291348450869,7.0,0.6863768379198079,7.0,1.4457723520469554,7.0,0.589303204739979,inspired,7.0,1.4457723520469554
happy,Enid Blyton exhib'n opens Wed 17 June! we have been helping set up,"['enid', 'blyton', 'exhib', ""'n"", 'and', 'opens', 'open', 'wed', '17', 'june', 'we', 'have', 'been', 'be', 'helping', 'help', 'set', 'up']",,0.0,0.0,7.0,0.573871695577235,8.0,0.9965393749585187,7.0,0.7383942324179219,8.0,0.9932862688427745,8.0,1.1038814458142583,8.0,0.9055937617661544,8.0,1.4807278032723588,9.0,2.207705417350779,sad,9.0,2.207705417350779
happy,kettle is YARD: ANTIMUSEUM meet the Archivist is buzzing! #CastleHill15 #explorearchives,"['kettle', 'is', 'be', 'yard', 'antimuseum', 'meet', 'the', 'archivist', 'is', 'be', 'buzzing', 'castle', 'hil', 'l', '15', 'explorearchives', 'explorearchive']",joy,2.0,0.5,6.0,0.8906916915812009,7.0,2.0321864097189364,6.0,0.585678447806179,6.0,0.5756607875668074,5.0,0.6918573325407796,6.0,0.6267588059582404,6.0,1.0529056197261846,5.0,0.544260905101672,amused,7.0,2.0321864097189364
nocode,"""Lot more I can do with £13.5m"": Director of confirms they are not trying to buy export ban Cezanne","['lot', 'more', 'i', 'can', 'do', 'with', '13.5', 'm', 'director', 'of', 'confirms', 'confirm', 'they', 'are', 'be', 'not', 'trying', 'try', 'to', 'buy', 'export', 'ban', 'cezanne']",trust,1.0,0.445,10.0,1.070202639107454,10.0,1.251315727872095,10.0,1.5356789346151676,10.0,1.2376835688937924,10.0,1.0644090494032783,10.0,1.2189838617964646,10.0,1.2820130226112578,10.0,1.3397131957004902,angry,10.0,1.5356789346151676
happy,A week writing reports about reports suddenly brightened by the thought of #DefiningBeauty at tomorrow with,"['a', 'week', 'writing', 'reports', 'report', 'about', 'reports', 'report', 'suddenly', 'brightened', 'brighten', 'by', 'the', 'thought', 'of', 'definingbeauty', 'at', 'tomorrow', 'with']",surprise,2.0,1.266,9.0,0.7921949552631866,9.0,1.2445644885880134,9.0,0.9649338843041649,9.0,1.123801296042822,9.0,1.0684385480314775,9.0,0.8987366824574815,9.0,1.6788547473297937,9.0,1.2284753979830596,inspired,9.0,1.6788547473297937
happy,Samba time! #DiscoveryDay,"['samba', 'time', 'discovery', 'day']",anticipation,1.0,0.516,4.0,0.39735509480478803,4.0,0.7893471294885269,4.0,0.3776639020783741,4.0,0.4326891300183097,4.0,0.3706748877869047,4.0,0.4679703479959392,4.0,0.7314382985881333,4.0,0.43286120923902416,amused,4.0,0.7893471294885269
not-relevant,"The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland","['the', '2nd', 'genocide', 'against', 'biafrans', 'as', 'promised', 'promise', 'by', 'buhari', 'has', 'have', 'begun', 'begin', '3', 'days', 'day', 'of', 'unreported', 'aerial', 'bombardment', 'in', 'biafraland']",fear,1.0,0.8440000000000001,10.0,1.4665823566103369,10.0,1.0927643903683324,10.0,1.7426477847241129,10.0,1.1290357121999761,10.0,0.8950958789686532,10.0,0.9061047008783333,10.0,1.3429405832000845,10.0,1.4248285930501712,angry,10.0,1.7426477847241129
happy,Lots of ancient artefacts to enjoy #amazingplace #toomuchforaquickvisit,"['lots', 'lot', 'of', 'ancient', 'artefacts', 'artefact', 'to', 'enjoy', '#amazingplace', '#toomuchforaquickvisit']",joy,1.0,0.812,5.0,0.5605434785002646,6.0,1.6655579425542903,5.0,0.5018556144096241,5.0,0.5737045849315121,4.0,0.5191795577709347,6.0,0.6807133480804305,5.0,1.0159594676654968,6.0,0.4824860060874469,amused,6.0,1.6655579425542903
nocode,"i am at in London, Greater London","['i', 'am', 'be', 'at', 'in', 'london', 'greater', 'london']",,0.0,0.0,2.0,0.21233928256101975,2.0,0.3108675117361104,2.0,0.1924543983396033,2.0,0.2259758713769996,2.0,0.2826532774850122,2.0,0.20216232414702157,2.0,0.36957788078621484,2.0,0.20396945356801843,inspired,2.0,0.36957788078621484
