Word	ErrorFrequency	CorrectFrequency	ErrorProbability
predominates	0	2	0.0
flay	0	2	0.0
shift	0	42	0.0
relaxing	23	1215	0.018578352180936994
videos	2	46	0.041666666666666664
manufactures	1	15	0.0625
wand	0	12	0.0
scented	0	1	0.0
growths	0	1	0.0
mentors	0	2	0.0
duck	0	22	0.0
want	118	17410	0.006732085805568233
tiara	0	1	0.0
qualifications	17	311	0.051829268292682924
expending	0	6	0.0
massages	0	10	0.0
altering	0	12	0.0
typhoon	13	148	0.08074534161490683
discount	22	833	0.025730994152046785
cleats	0	5	0.0
bittersweet	1	1	0.5
relearn	0	1	0.0
help	77	12938	0.005916250480215136
flourish	1	25	0.038461538461538464
tipped	0	1	0.0
armed	1	38	0.02564102564102564
sportsmen	0	4	0.0
polymer	0	3	0.0
thirdly	13	173	0.06989247311827956
inventors	0	1	0.0
laid	2	24	0.07692307692307693
surer	0	1	0.0
offends	0	1	0.0
evacuate	3	105	0.027777777777777776
slaughter	0	1	0.0
debarkation	0	1	0.0
donor	0	3	0.0
billion	6	337	0.01749271137026239
hell	0	32	0.0
dealt	0	15	0.0
renew	0	20	0.0
case	1	1336	7.479431563201197E-4
fair	3	572	0.0052173913043478265
hitchhike	0	1	0.0
gentrification	0	1	0.0
third	32	1514	0.02069857697283312
frames	0	14	0.0
astringent	0	3	0.0
phantom	7	11	0.3888888888888889
calamities	0	1	0.0
thoroughly	4	31	0.11428571428571428
nets	0	4	0.0
inventions	0	7	0.0
policed	0	1	0.0
pepperoni	0	2	0.0
ramp	0	2	0.0
slithers	0	1	0.0
responds	0	3	0.0
eventful	1	5	0.16666666666666666
sampler	0	1	0.0
dank	0	3	0.0
discontents	0	1	0.0
firefighter	4	37	0.0975609756097561
minerals	0	4	0.0
supporters	0	4	0.0
photographing	0	6	0.0
verifiable	0	1	0.0
establishes	0	4	0.0
inventive	0	1	0.0
caterpillar	2	5	0.2857142857142857
storming	0	3	0.0
flied	0	20	0.0
south	11	672	0.016105417276720352
yak	0	1	0.0
prevalent	0	1	0.0
lunar	0	2	0.0
wither	0	9	0.0
awfully	1	25	0.038461538461538464
wooden	2	122	0.016129032258064516
fellows	0	22	0.0
slipping	0	9	0.0
restorations	2	41	0.046511627906976744
make	34	17100	0.0019843585852690557
chassis	0	1	0.0
entreat	0	1	0.0
untrained	0	1	0.0
burns	0	13	0.0
hunk	0	4	0.0
roofing	0	1	0.0
purity	0	6	0.0
perilous	1	1	0.5
metallurgy	2	4	0.3333333333333333
nite	0	6	0.0
explode	0	7	0.0
treasury	0	9	0.0
tassels	0	1	0.0
milch	0	1	0.0
soliciting	0	2	0.0
arrives	1	118	0.008403361344537815
tracing	0	3	0.0
thirties	0	6	0.0
disagreement	0	14	0.0
manikin	0	2	0.0
extend	4	73	0.05194805194805195
importunate	0	1	0.0
tuck	0	3	0.0
instrumentals	0	3	0.0
stapler	0	2	0.0
temperature	90	786	0.10273972602739725
rehabilitation	3	10	0.23076923076923078
damn	2	2	0.5
whimpering	0	2	0.0
travelling	29	505	0.054307116104868915
regretfully	0	1	0.0
freeholder	0	1	0.0
congratulated	0	6	0.0
pathology	0	4	0.0
rarity	0	2	0.0
hangs	0	1	0.0
potentially	1	3	0.25
inflicted	0	1	0.0
seen	6	959	0.0062176165803108805
intend	17	472	0.034764826175869123
pad	0	8	0.0
bottled	5	90	0.05263157894736842
youth	3	80	0.03614457831325301
couple	23	1565	0.014483627204030227
brides	0	1	0.0
apply	81	4377	0.01816958277254374
iceberg	8	94	0.0784313725490196
networking	4	226	0.017391304347826087
gymnastic	0	11	0.0
psychology	32	137	0.1893491124260355
gizmos	0	5	0.0
regretful	0	5	0.0
exhaust	1	3	0.25
widows	0	4	0.0
computerized	0	1	0.0
training	68	1214	0.0530421216848674
snowboard	3	15	0.16666666666666666
jealous	5	51	0.08928571428571429
burnt	2	24	0.07692307692307693
sleep	17	1464	0.011478730587440918
drive	12	2027	0.005885237861696911
rushing	0	9	0.0
grandfathers	4	37	0.0975609756097561
corona	1	7	0.125
emotionally	0	25	0.0
greenhouse	2	16	0.1111111111111111
crowbar	0	1	0.0
intrigues	0	1	0.0
drenched	0	2	0.0
consultation	0	12	0.0
peg	0	1	0.0
recital	0	1	0.0
poisoning	1	5	0.16666666666666666
supervisors	2	7	0.2222222222222222
assortment	3	8	0.2727272727272727
foam	0	1	0.0
states	6	424	0.013953488372093023
holder	0	13	0.0
beautician	2	5	0.2857142857142857
effectively	1	57	0.017241379310344827
mild	0	33	0.0
indecorous	0	1	0.0
spaceman	0	1	0.0
unfriendliest	0	1	0.0
replace	3	226	0.013100436681222707
motivates	0	4	0.0
feel	79	4724	0.01644805330002082
peacefully	0	15	0.0
corners	0	13	0.0
attitude	12	286	0.040268456375838924
moribund	0	1	0.0
backslash	0	1	0.0
pouring	0	4	0.0
motionless	0	4	0.0
accented	0	1	0.0
casts	0	1	0.0
safeguard	0	2	0.0
champions	1	9	0.1
tenderloin	0	2	0.0
ado	0	2	0.0
reals	0	4	0.0
forecasted	0	4	0.0
manageable	1	1	0.5
oysters	0	4	0.0
stature	0	6	0.0
pipelines	0	2	0.0
prescriptions	0	6	0.0
compulsive	2	15	0.11764705882352941
formulate	0	6	0.0
evoked	0	1	0.0
consultants	4	17	0.19047619047619047
reputable	0	9	0.0
berths	0	1	0.0
herbivore	0	4	0.0
constructed	1	21	0.045454545454545456
soups	0	10	0.0
stared	0	48	0.0
deportment	0	3	0.0
sprayer	0	1	0.0
foreigner	2	58	0.03333333333333333
mathematician	0	8	0.0
actuality	0	7	0.0
improvisations	0	1	0.0
offer	10	1975	0.005037783375314861
eighth	17	12	0.5862068965517241
waken	0	1	0.0
clime	0	10	0.0
killing	2	42	0.045454545454545456
actively	0	14	0.0
barks	0	7	0.0
looses	0	6	0.0
impatient	18	208	0.07964601769911504
marquis	0	1	0.0
stunned	1	3	0.25
illness	3	98	0.0297029702970297
gelatine	1	2	0.3333333333333333
triangles	0	1	0.0
coexistence	0	2	0.0
paradigm	0	1	0.0
churning	0	1	0.0
girlhood	0	1	0.0
empower	0	8	0.0
ergonomic	1	63	0.015625
cut	2	264	0.007518796992481203
parentage	0	1	0.0
floras	0	1	0.0
renovating	0	13	0.0
shuffled	0	1	0.0
photographic	0	4	0.0
chanting	0	1	0.0
rearrange	0	8	0.0
barrio	0	1	0.0
preoccupied	0	2	0.0
refinish	0	21	0.0
stately	0	2	0.0
respiratory	0	4	0.0
workhouse	0	9	0.0
illiterates	0	1	0.0
domestic	2	145	0.013605442176870748
therein	0	1	0.0
lightening	0	3	0.0
gesture	0	23	0.0
busies	0	2	0.0
lately	1	110	0.009009009009009009
zombies	0	2	0.0
oddly	0	1	0.0
scant	0	2	0.0
transplant	0	3	0.0
billboards	0	10	0.0
card	1	999	0.001
conditioned	0	3	0.0
trickery	0	1	0.0
unhurt	0	2	0.0
deejay	0	3	0.0
noses	2	10	0.16666666666666666
cinematic	0	3	0.0
enclose	0	38	0.0
faultless	0	1	0.0
birthdays	0	37	0.0
locked	3	69	0.041666666666666664
corporate	8	123	0.061068702290076333
spacey	0	7	0.0
foot	2	281	0.007067137809187279
tolerant	1	12	0.07692307692307693
hie	0	4	0.0
valued	3	42	0.06666666666666667
midpoint	0	1	0.0
bodily	0	2	0.0
learns	2	35	0.05405405405405406
woke	5	406	0.012165450121654502
cobblestones	0	1	0.0
achieves	0	5	0.0
storm	2	102	0.019230769230769232
activated	0	7	0.0
fullest	1	6	0.14285714285714285
thermodynamics	0	2	0.0
citizen	13	192	0.06341463414634146
styled	0	2	0.0
compulsion	0	15	0.0
demoted	0	60	0.0
crash	0	50	0.0
primary	10	493	0.019880715705765408
solicitude	0	1	0.0
induced	0	1	0.0
graphically	0	2	0.0
chorals	0	1	0.0
leverage	0	4	0.0
shanghai	23	505	0.043560606060606064
reorganizations	0	1	0.0
hide	0	161	0.0
handicaps	0	1	0.0
bathes	0	1	0.0
docks	1	3	0.25
winged	0	3	0.0
sully	0	3	0.0
relives	0	3	0.0
chair	11	679	0.015942028985507246
reinstatement	0	1	0.0
denouncing	1	3	0.25
neon	0	2	0.0
hardships	0	3	0.0
bullying	0	9	0.0
press	0	110	0.0
redeemer	1	13	0.07142857142857142
mystic	0	3	0.0
flea	0	7	0.0
stabilized	1	13	0.07142857142857142
isolated	0	9	0.0
cataract	0	1	0.0
burg	0	6	0.0
roads	0	40	0.0
monarch	0	3	0.0
postbox	0	3	0.0
graduates	0	16	0.0
pursuers	0	1	0.0
towns	0	53	0.0
believer	0	5	0.0
sermon	0	1	0.0
garment	0	20	0.0
peacekeeping	0	1	0.0
vertically	0	2	0.0
disguise	0	10	0.0
reins	0	1	0.0
rarefied	0	1	0.0
recreate	0	1	0.0
planets	0	9	0.0
posters	0	4	0.0
hesitated	0	10	0.0
sittings	0	1	0.0
sped	0	2	0.0
observatory	0	6	0.0
saddest	0	4	0.0
ass	0	16	0.0
sinking	4	33	0.10810810810810811
embarked	1	6	0.14285714285714285
ingredients	30	327	0.08403361344537816
stuttering	0	2	0.0
beans	20	299	0.06269592476489028
rodeos	0	2	0.0
sweaters	46	319	0.12602739726027398
bureaucracy	1	7	0.125
former	1	119	0.008333333333333333
gesticulating	0	1	0.0
aspiration	0	7	0.0
endangered	8	91	0.08080808080808081
audits	0	16	0.0
dyslexia	0	1	0.0
searchers	0	1	0.0
coworkers	16	113	0.12403100775193798
fancy	0	58	0.0
transform	3	31	0.08823529411764706
gorges	0	2	0.0
bossy	0	21	0.0
guesses	0	7	0.0
jobless	0	52	0.0
cables	0	5	0.0
intercourse	0	6	0.0
penis	0	1	0.0
timeless	0	33	0.0
nationalities	3	13	0.1875
skyscraper	0	5	0.0
wherein	0	2	0.0
halfway	2	7	0.2222222222222222
faculty	3	75	0.038461538461538464
perk	0	3	0.0
unnecessarily	0	3	0.0
advisable	1	11	0.08333333333333333
featuring	0	8	0.0
ambition	1	33	0.029411764705882353
name	236	33275	0.0070424636686461164
ant	1	78	0.012658227848101266
nearby	4	124	0.03125
thrive	0	4	0.0
abortion	0	2	0.0
mammals	1	11	0.08333333333333333
cases	2	370	0.005376344086021506
coping	0	7	0.0
clockwise	0	4	0.0
bankrupt	0	8	0.0
sunset	0	87	0.0
syntax	0	3	0.0
responding	0	18	0.0
skin	1	249	0.004
uttered	0	1	0.0
planetarium	0	3	0.0
unimportant	2	10	0.16666666666666666
penny	0	13	0.0
sober	0	12	0.0
renovated	3	196	0.01507537688442211
saree	0	2	0.0
fulfillment	0	8	0.0
vault	0	3	0.0
patriots	0	1	0.0
interpose	0	1	0.0
atlas	0	7	0.0
theme	0	134	0.0
activation	0	2	0.0
riding	20	598	0.032362459546925564
flanked	0	1	0.0
sourcing	0	7	0.0
turmoil	0	1	0.0
guarantied	0	1	0.0
shrieking	0	1	0.0
tellers	0	1	0.0
rethought	0	1	0.0
canines	0	1	0.0
breaches	0	2	0.0
included	12	427	0.02733485193621868
containers	3	7	0.3
meal	5	1284	0.003878975950349108
engendering	0	1	0.0
kilos	0	9	0.0
unseen	0	2	0.0
braver	0	16	0.0
empowerment	1	1	0.5
millionaire	11	28	0.28205128205128205
urbanization	0	8	0.0
acts	0	68	0.0
averts	0	3	0.0
fragmentation	1	13	0.07142857142857142
tabby	0	16	0.0
saki	0	2	0.0
deliciously	0	3	0.0
advisor	3	30	0.09090909090909091
eating	35	2618	0.013192612137203167
meticulous	1	14	0.06666666666666667
weeks	6	1168	0.005110732538330494
different	556	3750	0.12912215513237343
overcooking	0	9	0.0
focuses	0	17	0.0
wronged	0	6	0.0
royalty	0	4	0.0
littered	0	1	0.0
engaged	5	171	0.028409090909090908
roasted	2	55	0.03508771929824561
toms	0	6	0.0
ovoid	0	1	0.0
highest	13	272	0.0456140350877193
hurdle	0	2	0.0
regulars	0	5	0.0
elf	0	3	0.0
extermination	0	1	0.0
tubes	0	7	0.0
campaigned	0	1	0.0
sieve	0	2	0.0
baptisms	0	1	0.0
forehand	0	2	0.0
quieter	1	11	0.08333333333333333
labs	0	8	0.0
bullheaded	0	1	0.0
stow	0	2	0.0
tenacity	0	2	0.0
porters	0	1	0.0
ladders	0	4	0.0
grower	0	1	0.0
resistance	2	15	0.11764705882352941
considering	5	229	0.021367521367521368
inaccurate	0	1	0.0
preventive	0	6	0.0
newsletters	0	2	0.0
assuring	1	2	0.3333333333333333
figures	12	1308	0.00909090909090909
abundantly	0	3	0.0
piercing	1	8	0.1111111111111111
spaniel	0	1	0.0
cope	3	89	0.03260869565217391
frisk	0	2	0.0
mopes	0	1	0.0
terribly	15	478	0.030425963488843813
adaptable	1	7	0.125
median	0	6	0.0
macaws	0	4	0.0
yourself	166	2622	0.05954088952654232
initialized	0	1	0.0
moth	1	29	0.03333333333333333
jerkin	0	2	0.0
clutch	0	1	0.0
staphylococcus	0	1	0.0
wounded	0	13	0.0
capacious	0	3	0.0
pizzas	0	32	0.0
psychotic	0	1	0.0
rating	1	56	0.017543859649122806
seminaries	0	1	0.0
champ	0	2	0.0
connects	0	5	0.0
consequence	1	30	0.03225806451612903
conserve	0	5	0.0
did	16	11650	0.0013715069432539003
whimsy	0	1	0.0
screen	1	181	0.005494505494505495
gambler	0	3	0.0
trike	0	1	0.0
pedantic	0	1	0.0
ins	0	10	0.0
inopportune	0	2	0.0
bonnet	0	5	0.0
nerdy	0	1	0.0
unite	0	17	0.0
frenetic	0	4	0.0
reminds	0	41	0.0
postponement	0	1	0.0
unintelligent	0	2	0.0
hardest	0	18	0.0
emoted	0	1	0.0
occupies	0	9	0.0
occupy	3	32	0.08571428571428572
exported	0	3	0.0
ashore	0	4	0.0
attitudes	7	253	0.026923076923076925
informally	0	2	0.0
skill	4	463	0.008565310492505354
misters	0	1	0.0
shortfall	0	1	0.0
sprinkling	0	1	0.0
compensates	0	2	0.0
shapes	0	13	0.0
compilers	0	1	0.0
founder	4	32	0.1111111111111111
thermostat	0	1	0.0
labors	0	3	0.0
reunited	1	6	0.14285714285714285
criticize	3	11	0.21428571428571427
eel	1	5	0.16666666666666666
specs	0	3	0.0
leaped	0	4	0.0
tortilla	0	5	0.0
shoeshines	0	1	0.0
reverend	0	2	0.0
arrogant	0	15	0.0
bunks	0	1	0.0
drainage	0	1	0.0
beeped	0	1	0.0
fixes	1	5	0.16666666666666666
bitterness	0	1	0.0
scribe	0	2	0.0
drivings	0	2	0.0
retraction	0	1	0.0
category	3	49	0.057692307692307696
bunches	1	5	0.16666666666666666
animating	0	1	0.0
deaf	0	10	0.0
contention	0	2	0.0
blackmail	0	2	0.0
frontier	0	3	0.0
memorization	0	3	0.0
spiteful	0	2	0.0
emir	0	5	0.0
consider	36	1668	0.02112676056338028
interfaces	0	4	0.0
outlining	3	29	0.09375
joys	0	2	0.0
plaques	0	1	0.0
tidy	17	941	0.017745302713987474
casualty	0	2	0.0
furthermore	68	636	0.09659090909090909
opportunity	226	2064	0.09868995633187773
evidenced	0	1	0.0
revelation	0	7	0.0
ceremonious	0	1	0.0
pretty	23	986	0.022794846382556987
haste	0	5	0.0
define	2	99	0.019801980198019802
banal	0	4	0.0
publishing	0	43	0.0
fearful	0	12	0.0
inlaid	0	5	0.0
rejoice	0	5	0.0
embody	0	6	0.0
protein	0	4	0.0
theatres	2	13	0.13333333333333333
tuxedos	0	1	0.0
cherish	0	10	0.0
shirk	0	2	0.0
braking	0	6	0.0
prepared	23	586	0.03776683087027915
inversions	0	1	0.0
husbandry	0	1	0.0
prosecutor	2	25	0.07407407407407407
humming	0	1	0.0
engage	2	36	0.05263157894736842
fashioned	10	236	0.04065040650406504
offender	0	9	0.0
spoiled	1	21	0.045454545454545456
sever	0	9	0.0
stint	0	2	0.0
electric	28	203	0.12121212121212122
gulf	1	16	0.058823529411764705
thrower	0	6	0.0
ticketing	0	4	0.0
bruise	0	5	0.0
defrosting	0	1	0.0
huff	0	1	0.0
orthodox	0	4	0.0
darling	2	137	0.014388489208633094
prepositions	0	6	0.0
pubic	0	5	0.0
immunity	1	14	0.06666666666666667
configuration	0	10	0.0
edgy	0	2	0.0
timed	0	3	0.0
forceful	0	3	0.0
soda	0	194	0.0
repeat	7	92	0.0707070707070707
ford	0	28	0.0
curvy	0	2	0.0
irrelevant	0	4	0.0
polite	7	423	0.01627906976744186
row	2	563	0.0035398230088495575
classes	5	468	0.010570824524312896
disease	15	105	0.125
wriggle	0	1	0.0
reckon	1	10	0.09090909090909091
machination	0	1	0.0
international	88	1768	0.04741379310344827
menace	0	4	0.0
immigration	8	29	0.21621621621621623
community	30	277	0.09771986970684039
impolite	29	624	0.0444104134762634
differentiates	0	2	0.0
phlegm	0	1	0.0
instructions	55	815	0.06321839080459771
flashlight	42	434	0.08823529411764706
finalist	0	1	0.0
morphology	0	1	0.0
cornflakes	0	4	0.0
curative	0	1	0.0
prior	0	30	0.0
forgiving	0	1	0.0
blink	0	7	0.0
hospitals	0	69	0.0
mightily	0	1	0.0
recollected	0	1	0.0
inattentive	2	3	0.4
slap	0	2	0.0
cacao	0	1	0.0
diplomatic	0	9	0.0
scorpions	0	12	0.0
encompass	1	1	0.5
savages	0	3	0.0
terrifying	11	296	0.035830618892508145
puree	0	1	0.0
readable	0	1	0.0
girlfriend	92	1282	0.06695778748180495
length	43	159	0.21287128712871287
evolves	0	1	0.0
semen	0	6	0.0
vast	2	37	0.05128205128205128
sharpen	0	3	0.0
kingdom	14	77	0.15384615384615385
encountered	2	25	0.07407407407407407
charger	0	1	0.0
bible	1	65	0.015151515151515152
sat	3	107	0.02727272727272727
squids	0	3	0.0
waterproof	18	391	0.044009779951100246
pronounced	0	11	0.0
mnemonics	0	21	0.0
lax	0	3	0.0
spokesman	0	2	0.0
having	61	4307	0.013965201465201466
flaws	0	15	0.0
parakeet	0	1	0.0
bases	0	51	0.0
staffers	0	1	0.0
descriptions	5	21	0.19230769230769232
antipathetic	0	1	0.0
affiliates	0	3	0.0
granulated	0	1	0.0
vie	0	5	0.0
guilty	4	107	0.036036036036036036
sweater	324	3121	0.09404934687953556
optometry	0	1	0.0
midwifery	0	2	0.0
yahoo	0	4	0.0
hearings	0	1	0.0
addresses	2	14	0.125
urbanizing	0	1	0.0
felony	0	1	0.0
island	11	838	0.012956419316843345
ashtray	0	3	0.0
contributed	0	14	0.0
forehead	0	10	0.0
lake	0	302	0.0
dares	0	4	0.0
iron	0	191	0.0
explanation	6	83	0.06741573033707865
obsessive	0	3	0.0
arrogantly	0	1	0.0
ethical	0	5	0.0
unreasonably	0	1	0.0
gob	0	8	0.0
celebrates	0	4	0.0
shaded	0	1	0.0
cello	0	16	0.0
debris	2	102	0.019230769230769232
drowned	1	14	0.06666666666666667
incorporation	0	1	0.0
nuggets	0	1	0.0
modeled	0	1	0.0
firms	0	28	0.0
ownership	0	6	0.0
electrify	0	2	0.0
avocados	1	2	0.3333333333333333
path	2	487	0.00408997955010225
disc	0	29	0.0
rejoined	0	1	0.0
noisiest	0	1	0.0
grooming	0	2	0.0
fifteen	184	4354	0.040546496253856326
ream	0	1	0.0
depresses	0	1	0.0
seeding	0	1	0.0
robbery	1	43	0.022727272727272728
mechanic	10	107	0.08547008547008547
computer	73	7003	0.010316563029960429
moneybags	0	1	0.0
calories	0	12	0.0
customers	91	1153	0.07315112540192927
xenophobia	0	1	0.0
toot	0	4	0.0
huge	3	426	0.006993006993006993
fact	4	1474	0.0027063599458728013
counts	0	38	0.0
chevron	0	2	0.0
framework	2	6	0.25
reprogram	0	1	0.0
sculpture	0	12	0.0
marmalade	5	2	0.7142857142857143
gamekeeper	0	1	0.0
decency	0	1	0.0
ribbon	0	6	0.0
flavor	1	60	0.01639344262295082
annihilated	0	1	0.0
mooning	0	3	0.0
cobblestone	0	2	0.0
haired	0	3	0.0
flagship	0	1	0.0
unreachable	1	1	0.5
flossing	0	31	0.0
deepening	0	1	0.0
puffin	0	4	0.0
maturity	0	11	0.0
lamentably	0	1	0.0
restriction	0	10	0.0
readiness	0	11	0.0
pinned	0	2	0.0
clockwork	0	4	0.0
denies	0	4	0.0
monarchy	0	3	0.0
preconditions	0	1	0.0
delegate	2	14	0.125
chipping	0	1	0.0
workaday	0	1	0.0
cubs	0	7	0.0
toxins	1	1	0.5
clam	1	8	0.1111111111111111
philosopher	0	8	0.0
ranks	0	9	0.0
impacting	0	2	0.0
forecasters	0	1	0.0
custom	7	90	0.07216494845360824
preservation	1	31	0.03125
personalized	0	13	0.0
composing	1	5	0.16666666666666666
unintentional	0	2	0.0
boxer	0	7	0.0
overtime	4	609	0.0065252854812398045
philosophers	0	2	0.0
pedigree	0	1	0.0
coolers	0	1	0.0
soul	1	90	0.01098901098901099
internal	2	141	0.013986013986013986
reduction	1	30	0.03225806451612903
sorrows	0	4	0.0
virgin	0	11	0.0
enlightening	0	2	0.0
immaterial	0	1	0.0
stated	0	86	0.0
revolutions	0	1	0.0
snowdrift	0	1	0.0
bras	0	6	0.0
son	163	6613	0.024055489964580873
eyelids	0	2	0.0
stating	1	13	0.07142857142857142
deserted	0	9	0.0
assumptions	0	3	0.0
convicted	0	3	0.0
bloodstained	0	1	0.0
specializations	0	5	0.0
called	32	5287	0.006016168452716676
dogging	0	1	0.0
denominator	0	1	0.0
mahogany	1	7	0.125
multilingual	0	2	0.0
annual	6	148	0.03896103896103896
thirsty	3	28	0.0967741935483871
advertisements	19	76	0.2
unfairness	0	1	0.0
hospitality	1	24	0.04
critique	0	2	0.0
gossipy	0	6	0.0
swum	0	4	0.0
flour	0	29	0.0
ogres	0	1	0.0
tones	0	13	0.0
footprint	0	6	0.0
enterprises	13	360	0.03485254691689008
berth	0	7	0.0
multimillionaire	0	1	0.0
contented	0	8	0.0
wangle	0	3	0.0
singe	0	8	0.0
persists	0	4	0.0
preferably	5	66	0.07042253521126761
rending	0	1	0.0
pendant	0	5	0.0
elixir	0	3	0.0
stills	0	4	0.0
scrub	0	3	0.0
licensee	0	1	0.0
hates	1	238	0.0041841004184100415
metering	0	1	0.0
master	1	687	0.0014534883720930232
tier	0	4	0.0
stool	0	3	0.0
