ori_sentiment,tweet_text,sentiment,final_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,afraid,afraid_score,amused,amused_score,angry,angry_score,annoyed,annoyed_score,dontcare,dontcare_score,happy,happy_score,inspired,inspired_score,sad,sad_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score
anger,"where is your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",anger,"['where', 'is', 'be', 'your', 'you', 'outrage', 'that', 'your', 'you', 'party', 'nominated', 'nominate', 'a', 'lying', 'lie', 'corrupt', 'person', 'and', 'received', 'receive', 'donations', 'donation', 'from', 'nations', 'nation', 'who', 'support', 'terror']",anger,3.0,1.604,16.0,1.637207525394414,16.0,1.8512919548351585,16.0,2.4690133240312018,16.0,2.3025811506119322,16.0,1.7054468068157724,16.0,1.5918641098963264,16.0,2.7443326352548425,16.0,1.6982624931603518,inspired,16.0,2.7443326352548425
anger,I swear I got anger issues but my heart big AF...,anger,"['i', 'swear', 'i', 'got', 'get', 'anger', 'issues', 'issue', 'but', 'my', 'heart', 'big', 'af']",anger,1.0,0.8109999999999999,9.0,0.7022061635027328,9.0,1.2554545433891615,9.0,1.102049142114933,9.0,1.3878849695345714,9.0,1.1447450909084664,9.0,1.0615768411861675,9.0,1.48032970376734,9.0,0.8657535455966269,inspired,9.0,1.48032970376734
anger,75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.,anger,"['75', 'tierney', 'reaches', 'reach', 'a', 'deep', 'cross', 'to', 'the', 'back', 'post', 'and', 'plays', 'play', 'it', 'back', 'across', 'but', 'the', 'alloa', 'defence', 'clear', 'celtic', 'relentless', 'here']",anger,1.0,0.561,13.0,1.3962900362815989,14.0,2.0523949622219475,14.0,1.5114979023311415,14.0,1.496906973372785,13.0,1.606332780876961,14.0,1.95067274141511,14.0,2.377244484581379,13.0,1.6086601189190768,inspired,14.0,2.377244484581379
anger,This is a joke #fuming,anger,"['this', 'is', 'be', 'a', 'joke', 'fuming']",anger,1.0,0.812,2.0,0.06809655787803458,2.0,0.3869925528822175,2.0,0.3254061728186736,2.0,0.42084536389938987,2.0,0.33845967736097393,2.0,0.14231565959119366,2.0,0.19659941130945405,2.0,0.1212846042600629,annoyed,2.0,0.42084536389938987
anger,I just love it when people make plans for me without actually including me in this process #rage,anger,"['i', 'just', 'love', 'it', 'when', 'people', 'make', 'plans', 'plan', 'for', 'me', 'i', 'without', 'actually', 'including', 'include', 'me', 'i', 'in', 'this', 'process']",joy,1.0,0.828,10.0,0.9735616552660347,10.0,1.3875582768904675,10.0,1.2265654563365294,10.0,1.4194372798631076,10.0,1.2592487214718475,10.0,1.0364729767925172,10.0,1.7450468138306345,10.0,0.9521088195488616,inspired,10.0,1.7450468138306345
anger,"Be quick to #listen, slow to #speak, and slow to .",anger,"['be', 'quick', 'to', '#listen', 'slow', 'to', '#speak', 'and', 'slow', 'to']",,0.0,0.0,2.0,0.1930176933096595,2.0,0.2959543953394873,2.0,0.23084640992742306,2.0,0.2736824829762045,2.0,0.22261212797282753,2.0,0.22814978607705122,2.0,0.32454477557295014,2.0,0.23119232882439672,inspired,2.0,0.32454477557295014
anger,"it will be like burning rap albums; they will have to buy it first, but gosh darn it, they have to get rid of it.",anger,"['it', 'will', 'be', 'like', 'burning', 'burn', 'rap', 'albums', 'album', 'they', 'will', 'have', 'to', 'buy', 'it', 'first', 'but', 'gosh', 'darn', 'it', 'they', 'have', 'to', 'get', 'rid', 'of', 'it']",trust,1.0,0.484,12.0,0.8363555727623517,12.0,2.469506005175629,12.0,1.0841297723240306,12.0,1.445463556522243,12.0,1.8377491935717791,12.0,1.460302461382647,12.0,1.9295594405657712,12.0,0.9369339976955489,amused,12.0,2.469506005175629
anger,"Haha.... Actually, after the Doggies i am barracking for Anyone But GWS! #bitter",anger,"['haha', 'actually', 'after', 'the', 'doggies', 'doggy', 'i', 'am', 'be', 'barracking', 'barrack', 'for', 'anyone', 'but', 'gws']",,0.0,0.0,4.0,0.21140572414457423,6.0,1.9180115827271214,5.0,0.6227582076327383,5.0,0.5826966997849161,5.0,0.7949352621335148,6.0,0.7550073276917384,6.0,0.8327316130997228,5.0,0.282453582785674,amused,6.0,1.9180115827271214
anger,my wasp sting is so itchy,anger,"['my', 'wasp', 'sting', 'is', 'be', 'so', 'itchy']",fear,2.0,1.016,3.0,0.1427318567538024,3.0,0.5723529662163382,3.0,0.2396926199125413,3.0,0.4325036509305642,3.0,0.5097475699579186,3.0,0.5054983441787364,3.0,0.44307525499625866,3.0,0.1543977370538404,amused,3.0,0.5723529662163382
anger,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc not sure anybody has it better!",anger,"['grateful', 'for', 'all', 'the', 'hungry', 'people', 'in', 'my', 'life', 'hungry', 'to', 'learn', 'change', 'grow', 'help', 'etc', 'not', 'sure', 'anybody', 'has', 'have', 'it', 'better']",joy,3.0,1.469,12.0,0.9434939538133649,12.0,1.6762768148639704,12.0,1.1479360926684017,12.0,1.5310147604486126,12.0,1.5192726341691196,12.0,1.1702797445788817,12.0,2.8660499829483763,12.0,1.1456760165092725,inspired,12.0,2.8660499829483763
anger,Don King is an insult to the intelligence of the Black Community. What are these people thinking?,anger,"['don', 'king', 'is', 'be', 'an', 'a', 'insult', 'to', 'the', 'intelligence', 'of', 'the', 'black', 'community', 'what', 'are', 'be', 'these', 'people', 'thinking', 'think']",trust,2.0,0.9920000000000001,8.0,0.8053165891766989,8.0,1.2090009933402461,8.0,1.0260870680532839,8.0,1.0925773975727253,8.0,0.9795093733795096,8.0,0.718549282563004,8.0,1.3736192002930139,8.0,0.7953400956215178,inspired,8.0,1.3736192002930139
anger,giroud is beard is making me angry.,anger,"['giroud', 'is', 'be', 'beard', 'is', 'be', 'making', 'make', 'me', 'i', 'angry']",anger,1.0,0.8240000000000001,4.0,0.42309863357776767,5.0,0.7021086119408008,5.0,0.5021587810290341,4.0,0.5076310521401266,5.0,0.6568494540658472,5.0,0.6255310047082471,5.0,1.2702386053332675,4.0,0.3123838572049093,inspired,5.0,1.2702386053332675
anger,i will be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,anger,"['i', 'will', 'be', 'honest', 'i', 'hope', 'that', 'annoying', 'southern', 'bint', 'with', 'the', 'look', 'at', 'me', 'i', ""'"", ""'s"", 'pout', 'goes', 'go', 'out', 'this', 'week', 'selasi', 'ftw']",trust,2.0,1.524,9.0,0.7683170317940768,11.0,1.9916575697025514,10.0,0.8372581447390542,11.0,1.3988527696837367,10.0,1.2675265312303874,11.0,1.0269779601385964,11.0,2.6678797549661195,10.0,1.041530237745478,inspired,11.0,2.6678797549661195
anger,"Well, not Archie. No offense but he is kinda old.",anger,"['well', 'not', 'archie', 'no', 'offense', 'but', 'he', 'is', 'be', 'kinda', 'old']",disgust,1.0,0.5,5.0,0.32560194707130474,5.0,0.6285842666130138,5.0,0.5884994150108265,5.0,0.6272345714396522,5.0,0.7221848164055574,5.0,0.5999893076252444,5.0,0.820795083193937,5.0,0.6871105926404639,inspired,5.0,0.820795083193937
anger,wow. not heard this in forever. Random but. great #xph,anger,"['wow', 'not', 'heard', 'hear', 'this', 'in', 'forever', 'random', 'but', 'great', '#xph']",,0.0,0.0,6.0,0.4027279243390375,6.0,0.938022162432673,6.0,0.5934141335125341,6.0,0.7882245463779629,6.0,0.8004659822005008,6.0,0.6423065717654679,6.0,1.2171358972044148,6.0,0.617702782167409,inspired,6.0,1.2171358972044148
anger,Me and these burns that I pick up off the pitches do not get on at all like 😢😢 #sting,anger,"['me', 'i', 'and', 'these', 'burns', 'burn', 'that', 'i', 'pick', 'up', 'off', 'the', 'pitches', 'do', 'not', 'get', 'on', 'at', 'all', 'like', '😢😢', '#sting']",trust,1.0,0.484,6.0,0.42235486096736263,6.0,1.3743014232220725,6.0,0.6028084339537518,6.0,0.6123353897902696,6.0,0.6788149131522555,6.0,0.5612279799411795,6.0,1.1588569443009393,6.0,0.5893000546721692,amused,6.0,1.3743014232220725
anger,ICQ is just making me mad!!!😤 #icq #angry,anger,"['icq', 'is', 'be', 'just', 'making', 'make', 'me', 'i', 'mad', '#icq', '#angry']",anger,1.0,0.688,4.0,0.49823764468480736,4.0,0.6296438260142978,4.0,0.42807609006409597,4.0,0.4606009342491821,4.0,0.44701161754794977,4.0,0.32984259469423144,4.0,0.5684055622234496,4.0,0.6381817305219861,sad,4.0,0.6381817305219861
anger,"If angry, bash out your frustration on the pastry #GBBO",anger,"['if', 'angry', 'bash', 'out', 'your', 'you', 'frustration', 'on', 'the', 'pastry', 'gbbo']",anger,2.0,1.4000000000000001,4.0,0.24487040109684005,4.0,0.8377307385814334,4.0,0.3907963743994672,4.0,0.4864953984147086,4.0,0.7958887092055517,4.0,0.3540157746103223,4.0,0.6088644354591697,4.0,0.28133816823250696,amused,4.0,0.8377307385814334
anger,. than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,anger,"['than', 'straight', 'people', 'even', 'the', 'arse', 'straight', 'guys', 'guy', 'who', 'think', 'that', 'means', 'mean', 'a', 'threesome', 'is', 'be', 'fine', '#angry', '#fuming']",,0.0,0.0,10.0,0.6693477127368903,11.0,2.514774505324603,10.0,0.9815389760280951,10.0,1.4103968187549372,10.0,1.4271205168905474,10.0,1.0165211026794114,11.0,2.1038893985080054,10.0,0.8764109690775098,amused,11.0,2.514774505324603
anger,oh dear I have to watch this the woman with the pout did well,anger,"['oh', 'dear', 'i', 'have', 'to', 'watch', 'this', 'the', 'woman', 'with', 'the', 'pout', 'did', 'do', 'well']",anticipation,1.0,0.523,5.0,0.3470801337362928,6.0,1.3912437883718745,6.0,0.4954530562925416,6.0,0.7150666227241196,6.0,0.7553341448494026,6.0,0.5772260030671224,6.0,1.2291911067589385,6.0,0.48940514419970793,amused,6.0,1.3912437883718745
anger,He totally knew about it'. Trump finally gets revenge for his son-in-law is prosecution/imprisonment and throws Christie under the bus.,anger,"['he', 'totally', 'knew', 'know', 'about', 'it', 'trump', 'finally', 'gets', 'get', 'revenge', 'for', 'his', 'he', 'son', 'in', 'law', 'is', 'be', 'prosecution', 'imprisonment', 'and', 'throws', 'throw', 'christie', 'under', 'the', 'bus']",anger,2.0,1.426,16.0,1.1028797185899895,16.0,2.3468651640058438,16.0,2.324899662100334,16.0,2.286566826606218,16.0,2.020419714887883,16.0,1.7498567848513746,16.0,2.4903246127365066,16.0,1.678187516221849,inspired,16.0,2.4903246127365066
anger,decorations are up all over Jersey already #outrage,anger,"['decorations', 'decoration', 'are', 'be', 'up', 'all', 'over', 'jersey', 'already', '#outrage']",,0.0,0.0,4.0,0.2814060163528378,4.0,0.5636349858788122,4.0,0.3585144918189868,4.0,0.3690110674135981,4.0,0.4950993937099327,4.0,0.5260143519140281,4.0,0.849888898467488,4.0,0.5564307944443161,inspired,4.0,0.849888898467488
anger,we are going to get City in the next round for a revenge.,anger,"['we', 'are', 'be', 'going', 'go', 'to', 'get', 'city', 'in', 'the', 'next', 'round', 'for', 'a', 'revenge']",anger,1.0,0.738,7.0,0.7148795441753245,7.0,0.9575481349892828,7.0,0.7529236889036779,7.0,0.8927658163195986,7.0,0.8926788245828279,7.0,0.8028407625653328,7.0,1.187371635962799,7.0,0.7989915925011563,inspired,7.0,1.187371635962799
anger,or in my case a raging moody cow lol why i buy moody cow socks lol,anger,"['or', 'in', 'my', 'case', 'a', 'raging', 'rage', 'moody', 'cow', 'lol', 'why', 'i', 'buy', 'moody', 'cow', 'socks', 'sock', 'lol']",anger,3.0,2.219,9.0,0.9349074468622095,9.0,1.8277451471597075,9.0,1.049286989359488,9.0,1.2738229381412909,9.0,0.8637382818054118,9.0,0.9001386181311509,9.0,1.2244018562156653,9.0,0.925958722325077,amused,9.0,1.8277451471597075
anger,No respect for people who force their opinions on to others yet get offended when someone does the same to them 😂,anger,"['no', 'respect', 'for', 'people', 'who', 'force', 'their', 'they', 'opinions', 'opinion', 'on', 'to', 'others', 'other', 'yet', 'get', 'offended', 'when', 'someone', 'does', 'do', 'the', 'same', 'to', 'them', 'they']",anger,2.0,1.07,10.0,0.8453584250651829,10.0,1.334103030486139,10.0,1.419606873821532,10.0,1.59220720122249,10.0,1.289887287980939,10.0,0.8352145438576765,10.0,1.701326255621515,10.0,0.9822963819445258,inspired,10.0,1.701326255621515
anger,here is a tip for everyone: Stop being offended. End. #offended #quit #youredumb #liveyourownlife,anger,"['here', 'is', 'be', 'a', 'tip', 'for', 'everyone', 'stop', 'being', 'be', 'offended', 'offend', 'end', '#offended', 'boffend', '#quit', 'youredumb', '#liveyourownlife']",anger,2.0,1.4020000000000001,6.0,0.5509168251158456,6.0,0.8237207548516259,6.0,0.7960851922536661,6.0,0.989965138577576,6.0,0.8441024187840063,6.0,0.5262749637585155,6.0,0.9278465665341127,6.0,0.541088140124652,annoyed,6.0,0.989965138577576
anger,"Why to have vanity sizes?Now sizes S,XSevenXXS sometimes are too big, WTF?! Dear corporate jerks, Lithuania did not need this. #rant #angry",anger,"['why', 'to', 'have', 'vanity', 'sizes', 'size', 'now', 'sizes', 'size', 's', ""'s"", 'xsevenxxs', 'sometimes', 'are', 'be', 'too', 'big', 'wtf', 'dear', 'corporate', 'jerks', 'jerk', 'lithuania', 'did', 'do', 'not', 'need', 'this', '#angry']",anger,2.0,1.1360000000000001,12.0,0.8482031709156398,12.0,2.3439499435270714,12.0,0.9079900033926759,12.0,1.5047010664303944,12.0,1.5924850876661667,12.0,1.4034462854861898,12.0,2.1742929609432053,12.0,1.2249314816386558,amused,12.0,2.3439499435270714
anger,"Ultimately, #KeithScott was not the man they were there to hand an arrest warrant to. that is what we know. that is enough to because outrage.",anger,"['ultimately', 'keith', 'scott', 'was', 'be', 'not', 'the', 'man', 'they', 'were', 'be', 'there', 'to', 'hand', 'an', 'a', 'arrest', 'warrant', 'to', 'that', 'is', 'be', 'what', 'we', 'know', 'that', 'is', 'be', 'enough', 'to', 'because', 'outrage']",anger,1.0,0.848,10.0,0.7375597576277224,10.0,1.2607773335226065,10.0,1.813589166891067,10.0,1.4364784221158184,10.0,1.3374978398302806,10.0,0.9513401007205792,10.0,1.4004596660156068,10.0,1.0622977132763183,angry,10.0,1.813589166891067
anger,I genuinely think I have anger issues,anger,"['i', 'genuinely', 'think', 'i', 'have', 'anger', 'issues', 'issue']",anger,1.0,0.8109999999999999,5.0,0.3552456146415295,5.0,0.708345764252971,5.0,0.7129961067200399,5.0,0.800130660300716,5.0,0.6585735230917764,5.0,0.458549145509222,5.0,0.893333456449247,5.0,0.4128257290344983,inspired,5.0,0.893333456449247
anger,Nick said he is territorial and he will growl if someone gets too close to me #hesananimal,anger,"['nick', 'said', 'say', 'he', 'is', 'be', 'territorial', 'and', 'he', 'will', 'growl', 'if', 'someone', 'gets', 'get', 'too', 'close', 'to', 'me', 'i']",anger,1.0,0.652,9.0,0.7148815444113656,9.0,1.3470435365895785,9.0,1.0835629242079798,9.0,1.1913480838601005,9.0,1.0791498903427323,9.0,1.1519958787949067,9.0,1.5582506491252521,9.0,0.8737674926680844,inspired,9.0,1.5582506491252521
anger,"'Just by getting lost! I do not want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",anger,"['just', 'by', 'getting', 'get', 'lost', 'lose', 'i', 'do', 'not', 'want', 'to', 'see', 'you', 'in', 'my', 'eyes', 'eye', 'hungary', 'huffed', 'huff', 'and', 'crossed', 'cross', 'her', 'she', 'arms', 'arm', 'looking', 'look', 'away', 'angrily']",anger,3.0,1.291,18.0,1.6909939152449727,19.0,2.9958195371698233,19.0,2.1478757249096767,19.0,2.471062168892909,19.0,2.3542231747459503,19.0,1.8024518177589641,19.0,3.418146714909084,19.0,2.1194269463686206,inspired,19.0,3.418146714909084
anger,"In fact, sometimes i do not get furious at people who wrong me, but i get furious at myself for being a fool.",anger,"['in', 'fact', 'sometimes', 'i', 'do', 'not', 'get', 'furious', 'at', 'people', 'who', 'wrong', 'me', 'i', 'but', 'i', 'get', 'furious', 'at', 'myself', 'for', 'being', 'be', 'a', 'fool']",disgust,2.0,0.9299999999999999,7.0,0.547508459922143,7.0,1.0750390211841838,7.0,0.884737650440199,7.0,1.0969077149133595,7.0,0.8226527777762688,7.0,0.6175482363970551,7.0,1.2216566392152626,7.0,0.7339495001515276,inspired,7.0,1.2216566392152626
anger,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town #fury",anger,"['good', 'luck', 'to', 'all', 'fury', 'haney', 'players', 'player', 'playing', 'play', 'this', 'weekend', 'at', 'the', 'future', 'stars', 'star', 'showcase', 'in', 'frisco', 'tx.', 'kgb', 'g-town', '#fury']",joy,4.0,1.8780000000000001,13.0,0.8537696615088016,15.0,2.392411998825377,14.0,1.0977226927188926,14.0,1.719691538840181,15.0,2.5667005788853885,15.0,2.779436311190793,14.0,2.4141156494993297,14.0,1.1761515685312363,happy,15.0,2.779436311190793
anger,When you forget to mention you were bought dreamboys tickets 🙄😂 #raging,anger,"['when', 'you', 'forget', 'to', 'mention', 'you', 'were', 'be', 'bought', 'buy', 'dreamboys', 'dreamboy', 'tickets', 'ticket', '#raging']",,0.0,0.0,6.0,0.3187562820846906,6.0,0.9554824551088945,6.0,0.7567986928957762,6.0,0.919581207447776,6.0,0.8297336948293178,6.0,0.704334057458792,6.0,1.0711945735712973,6.0,0.4441190366034554,inspired,6.0,1.0711945735712973
anger,"All this from a cigarette burning in laura is hand, the angle of her chin, the purse of her lips.'104 Gorgeous transition!",anger,"['all', 'this', 'from', 'a', 'cigarette', 'burning', 'burn', 'in', 'laura', 'is', 'be', 'hand', 'the', 'angle', 'of', 'her', 'she', 'chin', 'the', 'purse', 'of', 'her', 'she', 'lips', 'lip', '104', 'gorgeous', 'transition']",joy,1.0,0.625,12.0,1.030850085718775,12.0,2.0383085366702587,12.0,1.3586853012305926,12.0,1.5248801465881714,12.0,1.9110361621409675,12.0,1.1757461090710761,12.0,1.9035835102884366,12.0,1.0569101482917223,amused,12.0,2.0383085366702587
anger,So Rangers v Celtic ll #revenge,anger,"['so', 'rangers', 'ranger', 'v', 'celtic', 'll', 'will', '#revenge']",trust,1.0,0.484,3.0,0.2790019222671605,3.0,0.5196358124759165,3.0,0.7277094430454865,3.0,0.11671428302559558,3.0,0.42893459797762,3.0,0.2857257487291105,3.0,0.2588536257614258,3.0,0.38342456671768477,angry,3.0,0.7277094430454865
