tweet_text,sentiment,sentiment_score,tweet_text_tmp
grinningfacewithsmilingeyes facewithstuckouttongue stranger facewithcoldsweat we talked like once but youre a cutie smilingfacewithhearteyes hmu sometime,joy,2.093,talked smiling 
I used to love going to drive in movie facewithtearsofjoy,joy,2.145,used love going drive 
football work out w bro In a few smilingfacewithhorns,joy,1.828,work 
Carlos is the funniest man alive yo facewithtearsofjoy facewithtearsofjoy,joy,1.455,
like I havent smoked since like summer of freshman year facewithtearsofjoy,joy,1.515,smoked 
have fun getting home,joy,1.347,have getting 
Happy Birthday Gorgeousssss,joy,1.479,
They werent even good I just never played this map before facewithtearsofjoy,joy,1.4709999999999999,played 
someone doe adis not u but someone smilingfacewithhalo,joy,1.5779999999999998,smiling 
happy birthday Marcus confettiball partypopper birthdaycake wrappedgift beatingheart,joy,1.479,wrappedgift 
am not never going to stop loving you biiiiitch,joy,1.707,going stop loving 
thats my baby 5 year strong I am not never going to stop loving that bitch,joy,2.207,going stop loving 
Just because Friday wa so much fun with these wonderful people,joy,2.106,
Cheers to ocean city for da weekeeeend waterwave clinkingbeermugs,joy,1.956,
got my ticket smilingfacewithsmilingeyes OKAY I GOT SCHOOL I CANT GO SO SHUT THE FUCK UP,joy,1.5779999999999998,got smiling got go shut 
it friday i didnt have to go to school amp i have smilingfacewithsmilingeyes whats move tho,joy,2.033,have go have smiling move 
someone make a big as group chat facewithtearsofjoy smilingfacewithhorns,joy,1.5779999999999998,make smiling 
I want to redo my wedding Lol so fun amandaritchey bridalshow…,joy,1.4289999999999998,want redo 
Sikeeee Still dancing my as off every chance I get DancingDave IDanceGood YallKnow,joy,1.889,dancing get dancing 
good luck to my beautiful best friend in her dance competition this weekend so proud of you twohearts peoplewithbunnyearspartying crown,joy,3.9730000000000003,
LUV being DD to 4 grown adult on a Friday night Embarrassed or blushing,joy,1.525,dd grown 
Doc said no tear smilingfacewithhearteyes grinningfacewithsmilingeyes smilingfacewithsmilingeyes,joy,1.5779999999999998,said smiling 
So many event happening this weekend should be a good one Lets just win this week first,joy,1.715,happening let win 
My whole life is darkness amp when youre around thing are better Well thats about a true a love profession a it come queerytales,joy,1.594,come 
Emmas type ha clearly been established Hot brunette bad girl with heart of gold and vendetta queerytales,joy,1.475,established 
JR Prom tonight can not wait The VIKINGS are going to look amazing Remember door close by 8 Happy face smiley 0PM,joy,1.6,wait going look 
nick mom is wiling him and Im loving it facewithtearsofjoy clappinghands facewithtearsofjoy put his spoiled as right in fucking check,joy,1.707,wiling loving clappinghands put spoiled fucking 
nick just said wed get life in jail if we get pulled over on the way down OC with drug in the car I am no good facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,joy,1.9090000000000005,said get pulled 
peace n blessing lmfao,joy,2.17,
youre beautiful Brian I love you,joy,1.609,love 
happy birthday jake have a fantastic day kid yellowheart,joy,1.994,have 
thank you baby smilingfacewithhearteyes growingheart and she just got it done speaknoevilmonkey,joy,2.0780000000000003,thank smiling growingheart got done 
Hey look someone made me in a collage yay I have to post this Arent internet friend great cough…,joy,1.6830000000000005,look made have post 
smilingfacewithhearteyes thank you baby redheart ️,joy,2.0780000000000003,smiling thank 
happy birthday Tyler,joy,1.479,
home n in bed n alive god bless,joy,2.1959999999999997,bless 
Baby love and I gettin down on da water youcantwerkwhileinasplit youcantsitwithus twerk trapqueen…,joy,1.3279999999999998,gettin 
omg I luv hope u had fun miss u sm Embarrassed or blushing,joy,2.202,luv hope had miss blushing 
Love getting lost in the music,joy,1.359,love lost 
take me and you can come to wedding facewithtearsofjoy facewithtearsofjoy,joy,1.565,take come 
Happy Sunday redheart ️ love you,joy,1.882,love 
happy birthday choreographerwig pinning extraordinaire confettiball partypopper confettiball partypopper confettiball partypopper,joy,1.479,pinning 
i love making new friend on twitter,joy,1.7990000000000002,love making 
i love being friend with the pressplay fam,joy,1.7990000000000002,love 
come back there and let go on an adventure facewithtearsofjoy,joy,1.394,come let go 
IM SUPER DEE DUPER HAPPY,joy,1.3969999999999998,im 
love making friend for pressplay awe,joy,1.7990000000000002,love making 
ok guy give me mampg goal im gonna do that next wknd then what to donot to do at a mg then mampg outfit idea then cute mampg gift yes or no,joy,1.5630000000000002,give gon do do do 
sharing a hotel room with will be fun,joy,1.665,sharing 
i love how and all of u guy ask for his follow facewithtearsofjoy,joy,1.7519999999999998,love ask 
happy birthday bruh OKhand lightskintone,joy,1.479,
oh yes Freya Love IS infinite and everlasting Love trump all else in this world hug,joy,2.64,everlasting 
Thanks Sugar Scribeamp I are getting through each day and long night with the comfort of loving furiends hug,joy,2.628,getting 
I knew you would be best buddy How wonderful that Harry amp you have one another hug,joy,2.524,knew amp have 
Im glad you love him despite his unSchnauzerness Pawhaps hell grow hair eventually,joy,1.851,love grow 
Thanks sweet furiends hug,joy,1.859,
Good night sweet dream,joy,2.215,
Thanks Dana God bless you and all our furiends in the loving anipal community,joy,1.985,bless 
So blessed to have you near Scribes leakyeyed Taking Pops card off the wall,joy,1.394,blessed have leakyeyed taking 
True when you have a house and yard money often fly out the window I wonder where it land,joy,1.465,have fly wonder 
smile I havent danced in so long Thanks Lily and Sadie,joy,2.061,danced 
Hurley amp Scribe look to the sky Clapton thanks Pop loved you and Marley TheAviators,joy,1.6869999999999998,look loved 
hug Well keep you amp your father in our prayer May all be well Love you Linny,joy,2.5010000000000003,hug keep amp love 
Thanks We are blessed with such supportive furiends Scribe amp I are le tearfull today still leakyeyed at moment,joy,1.394,blessed leakyeyed 
Sounds wonderful snuggle close,joy,1.385,sounds 
Happy birthday smilingfacewithsmilingeyes,joy,1.479,
Celebrating 11 year together this year 7 a Mr and Mrs P smilingfacewithhearteyes satabyday You are the single…,joy,2.208,celebrating 
Congratulations to our friend Robbie amp Tiffany Birch on getting hitched Wishing you the amount of…,joy,1.3770000000000002,hitched wishing 
GOOD MORNING amp a very blessed amp happy Friday to you mentalmotivation livelaughlove Marc Train,joy,3.434,
Yo somebody get my mother I dont know who wanna play music at this time wearyface facewithtearsofjoy facewithtearsofjoy,joy,1.867,get know wan play 
BK have nigga rey tapout smilingfacewithhorns,joy,1.5779999999999998,have smiling 
i still gotchu too if im home i am not forget smilingfacewithhorns thumbsup,joy,2.137,gotchu forget smiling 
even if it my mother facewithtearsofjoy,joy,1.3359999999999999,
yeahhh neesh smilingfacewithhorns fire,joy,2.154,smiling 
wheneer somebody mad at me i always start laughing lol idk why smilingfacewithopenmouthcoldsweat,joy,1.755,wheneer start laughing 
all my nigga valid hundredpoints smilingfacewithhorns raisedfist,joy,1.5779999999999998,smiling raisedfist 
all my nigga valid hundredpoints smilingfacewithhorns raisedfist,joy,1.5779999999999998,smiling raisedfist 
some people dont even get to go to college going for free is really a blessing hundredpoints tripleblessed,joy,1.388,get go going 
blessed to see another unpromised day foldedhands indexpointingup ️,joy,1.394,blessed see indexpointingup 
happy g day smilingfacewithhorns partypopper enjoy it be safe hundredpoints,joy,2.022,enjoy 
you know im down whenever smilingfacewithsunglasses hope you ready to catch this L smilingfacewithhorns,joy,2.164,know smiling hope catch smiling 
goodluck lor bro smilingfacewithhorns,joy,1.5779999999999998,smiling 
happy g day facewithstuckouttonguewinkingeye partypopper enjoy it smilingfacewithopenmouthclosedeyes balloon,joy,1.6,enjoy 
happy g day facewithstuckouttonguewinkingeye partypopper enjoy it smilingfacewithopenmouthclosedeyes balloon,joy,1.6,enjoy 
all my bros going to school on scholarship thumbsup we really blessed hundredpoints raisinghands just thanking the man upstairs foldedhands indexpointingup ️,joy,2.364,going blessed raisinghands thanking indexpointingup 
really waiting for my buddy to go to prom smilingfacewithsunglasses smilingfacewithsunglasses,joy,2.005,waiting go smiling 
sister did that smilingfacewithhearteyes fire fire,joy,1.5779999999999998,did smiling 
happy birthday yo smilingfacewithsunglasses partypopper raisedfist doubleexclamationmark ️,joy,1.479,raisedfist 
should i her smilingfacewithhorns,joy,1.5779999999999998,smiling 
no pressure smilingfacewithopenmouthcoldsweat trynna be like you fr,joy,1.5779999999999998,smiling tryn 
no pressure smilingfacewithopenmouthcoldsweat trynna be like you fr,joy,1.5779999999999998,smiling tryn 
happy birthday fool partypopper love you hundredpoints be safe,joy,2.729,love 
youu too gotta chill again sometime smilingfacewithsunglasses smilingfacewithsunglasses,joy,1.859,got chill smiling 
Asked God to help me spot my foe next thing you know I started loosing friend personbowing,joy,1.516,asked help spot know started loosing 
I know but Im still trying to stay on schedule w it so Im prepared goodstudent smilingfacewithhalo,joy,1.5779999999999998,know trying stay prepared smiling 
elf prince of my dream sparkle cherryblossom,joy,1.7759999999999998,
but you so cuuute smilingfacewithhearteyes,joy,1.5779999999999998,cuuute smiling 
you are the best girlfriend ever Love my baby,joy,1.3279999999999998,love 
Perfect day with a perfect boy who make me super duper happy Downs Memorial Park,joy,2.116,make 
I wa half convinced Id waken satisfied enough to dream you happily I wa mistaken,joy,1.906,dream 
I just pray for my family and friend in the city Also my cop friend,joy,1.94,pray 
At BCPS today investigating one to one school success Catch amp Release Teach what I need and let kid explore amp learn,joy,1.524,investigating teach need let explore learn 
bought me my fav thing from chick fil a amp all that smilingfacewithhearteyes,joy,1.5779999999999998,bought smiling 
Thinking of having another party this summer smirkingface,joy,1.356,thinking having 
I love fucking with nutter facewithtearsofjoy,joy,1.7519999999999998,love fucking 
Going to pick up my daughter prom dress then spending quality family time before having a much needed date night wmy husband,joy,2.126,going pick spending having needed 
Enjoying a glass of wine before the CYAWine,joy,1.7080000000000002,enjoying 
Happy birthday best friend Luvvvv ya so much idk what Id do without you heartwitharrow twowomenholdinghands birthday bitch,joy,1.95,idk twowomenholdinghands 
Without forgiveness life is governed by a endless cycle of resentment and retaliationPrayForBaltimore PrayForPeace Pray,joy,1.6629999999999998,governed 
I feel like when you are bestfriends with someone you fall inlove with them a little were in love,joy,1.51,feel fall 
The Baltimore you see in the news right now is not our Baltimore We live in a gorgeous city Everyone stay safe,joy,1.453,see live stay 
I wonder if nicki put her pussy on meeks side burn facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,joy,1.53,wonder put burn 
Me and Dana have such a sick sense of humor facewithtearsofjoy facewithtearsofjoy,joy,1.58,have 
I pictured me and u together manandwomanholdinghands everything about you make my whole body quiver smirkingface it uuuuu i want in my world raisinghands it uu that i adore smilingfacewithhearteyes,joy,2.639,pictured manandwomanholdinghands make smirkingface want raisinghands adore smiling 
Good Morning amp Happy Friday,joy,2.04,
amp Ill be here by the ocean just waiting for proof that there sunset and silhouette dream,joy,1.641,waiting 
amp Ill be here by the ocean just waiting for proof that there sunset and silhouette dream,joy,1.641,waiting 
Overly excited to see family I havent seen in two year this weekend for uncle jack surprise party facesavouringdeliciousfood twohearts,joy,3.0860000000000003,see seen 
I will always love this version a million time more than the original smilingfacewithhearteyes wearyface,joy,2.406,love 
I will always love this version a million time more than the original smilingfacewithhearteyes wearyface,joy,2.406,love 
HAPPY MUHFUCKIN BIRTHDAY TO MY BISH smilingfacewithhearteyes smilingfacewithhearteyes faceblowingakiss partypopper twohearts,joy,1.479,faceblowingakiss 
Honestly really happy to be home facesavouringdeliciousfood smilingface ️,joy,1.347,
happy birthday Best wish to you bud smilingfacewithopenmouth,joy,1.479,
Everybody have a blessed day doubleexclamationmark ️,joy,1.394,have blessed 
fire fire I luv u always havin my back w you know who facewithtearsofjoy but this weekend boutta be crazy smilingfacewithsunglasses catfacewithwrysmile,joy,2.847,luv havin know smiling 
Junes gonna be the best month catfacewithwrysmile smilingfacewithhorns,joy,1.5779999999999998,gon smiling 
deciduoustree sunwithface youre gorgeous I love your style smilingface ️,joy,1.4529999999999998,love smilingface 
pineapple sunrise facewithstuckouttongue your so nice and seem pretty chill facesavouringdeliciousfood,joy,1.35,seem 
oomf smilingfacewithhearteyes tongue,joy,1.5779999999999998,smiling 
Happy Birthday Cooperism,joy,1.479,
Celebration of the Bull Wizard Eye is kicking as now Happy Birthday,joy,2.408,kicking 
Cant wait to see my 2 beautiful Bestfriends dressed for prom tonight sparklingheart,joy,1.463,wait see dressed 
Happy Birthday girl birthdaycake,joy,1.479,
Doesnt boo Eniko look so dame good in this style redheart ️ smilingfacewithhearteyes collision Shop this look for less…,joy,2.125,boo look ️ smiling shop 
noodlesandcompany wa onpoint free birthday lunch redheart ️ redheart ️ redheart ️ redheart ️ oncomingfist mediumlightskintone Noodles amp Company White Marsh,joy,1.344,
Really Its only 9 Happy face smiley 0 and you already pissed me off,joy,1.6,pissed 
Soo Im not the only one who think malachiae is a fine as brownskin eye eye smilingfacewithhearteyes smilingfacewithhearteyes,joy,1.5779999999999998,think smiling 
I see how fine he is yall I just lawd smilingfacewithhearteyes smilingfacewithhearteyes being this fine should be a crime,joy,1.5779999999999998,see lawd smiling 
SO EXCITED FOR VEGAS GRAND CANYON AND LA THIS SUMMER smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes smilingfacewithhearteyes TUMBLR PICS HERE I COME,joy,2.987,smiling come 
Happy birthday to my goalie buddy,joy,1.906,
You know the need for speed game Where you race across the country thats how i feel smilingfacewithsunglasses lol,joy,1.5779999999999998,know race feel smiling 
Attending another funeral todaykeep my family and friend in prayer wearyface,joy,1.91,attending 
Kind of the best swimming trunk right May need to get them for the Summer Target White Marsh,joy,1.321,need get 
If you confess with your mouth Jesus is lord amp believe in your heart that God raised him from the dead you will be saved Rom 109,joy,2.198,confess believe raised saved 
Were winning Middle River Middle School in Middle River MD,joy,1.43,winning 
Such a beautiful wedding bridewithveil bridewithveil twowomenholdinghands ring ring,joy,1.4219999999999997,
family friend sort of facewithtearsofjoy,joy,1.895,
Happy birthday to my goosey I cant wait to celebrate operationC love you forever crazy redheart ️ redheart ️,joy,3.1510000000000002,wait celebrate love 
Fuck wit me i got the key to the city smilingfacewithhorns,joy,1.5779999999999998,fuck wit got smiling 
Im only human smilingfacewithhorns persontippinghand clappinghands,joy,1.5779999999999998,persontippinghand 
34 day till OC smilingfacewithhearteyes tiredface,joy,1.5779999999999998,tiredface 
Lord a I walk through this world let your grace light my path your mercy shelter my soul and your love heal my heart redheart ️ foldedhands,joy,3.3670000000000004,walk let light shelter heal ️ 
Good book good food good view SelfCare Relaxation GoodRead BellyFull PeopleWatching…,joy,1.4769999999999999,
I feel like my hair look really good rn but i cant really tell facewithtearsofjoy,joy,1.4709999999999999,feel look tell 
HAPPY 21st to my amazing beautiful big So glad I got to see you yesterday Youve become my best…,joy,2.35,got see become 
go for it Anyone would love to be with you Youre just fun and a great personality Good luck,joy,2.647,go love 
Really late but happy bday purpleheart,joy,1.46,
how am I supposed to have friend if I dont have any money,joy,1.5019999999999998,supposed have have 
got my dress smilingfacewithhorns,joy,1.5779999999999998,got smiling 
oomf needa put more picture up cu she look gooood smilingfacewithhearteyes smilingfacewithhearteyes,joy,2.281,put look smiling 
My baby woke up amp made me breakfast smilingfacewithhearteyes smilingfacewithhearteyes The love redheart,joy,1.5699999999999998,woke made 
Made me some food now Im up in bed relaxing my body from that concert next time yall start a mosh pit Im beatin ya ass,joy,1.472,made relaxing start beatin 
Im not trying to be mean or hateful but I need to get off of stan twitter it fun at first and friend arent loyal,joy,2.244,trying need get 
Just about won every trophy and the only school to get 1st place GOLD in every category redheart ️ smilingfacewithsunglasses trophy musicalnotes,joy,2.789,won get smiling 
I stayed up until four reading last night and still my body woke me up at 7 Happy face smiley 0 And Im not even tiredconcerning,joy,1.6,stayed woke tiredconcerning 
Happy Bornday to a beautiful lady who ha taught me exactly what needed to know in this…,joy,1.7809999999999997,taught needed know 
oh im sure he is glad that his mud puddle entertained everyone smilingfacewithsmilingeyes,joy,1.481,entertained 
happy birthday big guy faceblowingakiss,joy,1.479,
took me to my happy place facewithtearsofjoy facewithtearsofjoy,joy,1.712,took 
I just finished reading a book without a happy ending and I need to cheer myself up by posting a selfie so hi,joy,1.685,finished reading need cheer posting 
Enjoying a run rest day and only lifting legsaretrash almosttapertime at in Nottingham MD,joy,2.052,enjoying lifting 
wa giving you the grinder and am not see everyone stopped facewithtearsofjoy facewithtearsofjoy,joy,1.393,giving see stopped 
Hi Chris when wa at she performance LivingForLove OMG she wa talking about me tweet me,joy,1.546,performance living talking tweet 
happy birthday girl smilingfacewithsmilingeyes partypopper partypopper,joy,1.479,
Ive given hella people summer job lol shit good easy money,joy,1.669,given 
Kanyes verse on Murder of Excellence is PERFECT So perfect,joy,1.537,
Every beat that I Wap on I put it in a casket smilingfacewithhorns,joy,1.5779999999999998,wap put smiling 
Call me so I can go to sleep smilingfacewithhalo,joy,1.5779999999999998,call go smiling 
And you dont have to put up with anybody shit smilingfacewithhalo,joy,1.5779999999999998,have put smiling 
Dreams come true smilingfacewithsunglasses,joy,1.371,come 
good morning baby love you too twowomenholdinghands faceblowingakiss,joy,2.125,love twowomenholdinghands 
Kitteh Happy face smiley,joy,1.6,
New Fate Stay Night episode yay Laughing big grin or laugh with glass,joy,3.139,stay laughing 
Just bought GTA V on PC cant wait to run it on max graphic Happy face smiley,joy,1.6,bought wait run 
Already recorded something hilarious in GTA V Happy face smiley,joy,2.272,recorded 
Gonna get some sleep while it downloads Happy face smiley Nini,joy,1.6,gon get downloads 
happy birthday relievedface confettiball,joy,1.479,relievedface 
Happy Birthday smilingfacewithsmilingeyes balloon partypopper,joy,1.479,
On a positive note at least the Orioles are winning,joy,2.191,winning 
So thankful that I got to play my senior game with one of my best friend twowomenholdinghands growingheart Perry Hall High School,joy,1.6980000000000002,got play growingheart 
happy birthday boo growingheart,joy,1.479,
Happy birthday to one of my beatfriends catfacewithwrysmile,joy,1.479,
I swear Im blessed for being me,joy,1.394,swear blessed 
Females love my aura,joy,1.321,love 
happy birthday lor bro facewithtearsofjoy clappinghands mediumdarkskintone smilingfacewithsunglasses,joy,1.479,
Goodmorning Everybody Happy Sunday sun ️,joy,1.867,goodmorning 
🇸🇦 dre my man smilingfacewithsunglasses keep doin ya thang bro,joy,1.5779999999999998,smiling keep doin 
Happy birthday pretty faceblowingakiss,joy,1.9480000000000002,
Where wa these lil bitch when I wa going to prom I know this will sound a little pedophilish but these lil girl look TF good facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,joy,1.4709999999999999,going prom know sound look 
Living vicariously through all of my friend who were at Mackeys opening day waterwave waterwave waterwave waterwave waterwave,joy,1.689,living opening 
Its all fun amp game until you tell a Stripper you gonna steal they Ones while they on the pole wearyface facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,joy,1.712,tell gon steal 
smilingfacewithhearteyes smilingfacewithhearteyes I LOVE YOU smilingfacewithhearteyes smilingfacewithhearteyes thaliaamoremio Tu fan 1 de Panama blueheart redheart ️ fan thalia happy kiss Macys,joy,3.804,love smiling 
i had so much fun with you at prom thank you for a wonderful night twohearts prom2k15 Martins Caterers…,joy,1.6509999999999998,had thank 
i had so much fun with you at prom thank you for a wonderful night twohearts prom2k15 Martins Caterers…,joy,1.6509999999999998,had thank 
JAJSJEJS YAY IM SO EXCITED,joy,1.53,
hey guy wanna fly home amp go shopping with me happy,joy,1.729,wan fly go 
I love irritating people sometimes to facewithtearsofjoy facewithtearsofjoy,joy,1.7519999999999998,love 
Happy Birthday Another year to make people smile lt3,joy,2.229,make 
a lot of innocent friend and family are going to get hurt,joy,1.4709999999999999,going get 
I would love to go to that though free food,joy,1.63,love go 
Happy birthday purpleheart,joy,1.479,
Im really loving the snap chat life facewithtearsofjoy follow me of course,joy,2.145,loving follow 
Loving your child is the easiest thing to do even those time when they hurt you the most,joy,2.173,loving do hurt 
Hi Chris thanks for your loved and support love me support me like you do also he love me like you do,joy,1.6869999999999998,love support love do 
Happy birthday miss you bunch Hope you have a great day smilingface ️ faceblowingakiss sparklingheart partypopper partypopper,joy,2.065,miss hope have smilingface sparklingheart 
The best thing in life are unexpected so Im feeling pretty good about myself rn facewithtearsofjoy,joy,2.9400000000000004,feeling 
Maggie with get cock slapped and thrown in the back of a trunk smilingfacewithhalo,joy,1.5779999999999998,get slapped thrown smiling 
And some really great friend who pushed me along the way and kept me sane and alive,joy,1.5019999999999998,pushed kept 
Its nut how beautiful woman waste their time on hopeless guy who just finna hit facewithtearsofjoy,joy,1.705,waste hit 
Picking out dorm stuff is sooo much fun and sooo exciting smilingcatfacewithhearteyes persongesturingOK mediumlightskintone sparklingheart ribbon crown,joy,1.8530000000000002,picking sparklingheart 
I had a dream that me amp my friend were at a sport bar did crack then me amp ayo went to loch raven park threw up the crack then went home,joy,2.014,had amp crack went threw 
Celebrating Bells to Maryland announcement Drinking an Oberon Ale 2015 by BiB HQ —,joy,1.814,celebrating drinking 
Babe Finally took me to Havre de grace todayit wa beautiful,joy,1.514,took 
When thing are tough it the best feeling to know you have so many loved one who care about you,joy,2.046,know have loved care 
When I have kid Im totally surprising them with puppy for birthday or Christmas facewithtearsofjoy,joy,2.739,have surprising 
having the kind of friend that would do thisgtgtgtgtgtgt,joy,1.5919999999999999,having do 
I could have had hella move last night but I decided to stay home and not answer no body facewithoutmouth facewithtearsofjoy,joy,1.483,had decided stay answer 
And parent wonder why they grow up to be trashy look at them out there A young as kid running acting like a fool,joy,1.954,wonder grow look running acting 
miss you on RHOA I hope one day you and NeNe can be friend again I love yall 2 together,joy,2.779,miss hope love 
Honestly playing Annapolis is one of my favorite game they never give up and they are just so fun,joy,1.476,playing give 
UR avi smilingfacewithhearteyes smilingfacewithhearteyes faceblowingakiss,joy,1.5779999999999998,smiling 
Happy birthday pretty,joy,1.9480000000000002,
The Bulls to tough facewithsteamfromnose smilingfacewithhorns BULLSvBUCKS,joy,1.5779999999999998,
you have most beautiful smile ever and you welcome,joy,1.531,have welcome 
Had fun last night nice could would love to replace ur flesh light with mi lip,joy,1.913,had love replace 
I thank Taylors picture taker nick for taking good picture even tho my screen a little figidi figidi fucked up facewithtearsofjoy,joy,1.4709999999999999,thank taking fucked 
Allie is so lucky I luv her bc it a weekend and this is earlier than I get up for school confusedface,joy,1.99,luv get confusedface 
Now i gotta find An alternative route to go home man because of this stuff man i live over east so i think im good tho flushedface,joy,1.5119999999999998,got find go live think flushed 
I dont understand why people are seeing this a a joking matter people are angry and getting hurt why are you laughing,joy,1.755,understand seeing getting laughing 
Happy birthday pretty girl Hope it a good one Embarrassed or blushing,joy,3.0809999999999995,hope 
Happy Birthday big si I love you so much faceblowingakiss dta md usa,joy,2.307,love 
happy birthday twohearts twohearts,joy,1.479,
I KNOW amp the fact he said his exwife before kris knew so kris had to have knownfreaked me out long a he happy doe smilingfacewithhalo,joy,2.366,know said knew had knownfreaked 
When your parent never loved you enough,joy,1.6869999999999998,loved 
This sleep is gonna feel so good after this night full of entertainment,joy,1.525,gon feel 
Im very good at making fun of myself so others dont have to Its I guess the second thing Im good at,joy,1.335,making have guess 
My soundtrack ♫ Only In America feat Party Supplies by Spunk Fitness Golden Ring pic,joy,1.374,
Why this lady try talk to me in Home Depot facewithtearsofjoy facewithtearsofjoy,joy,1.483,try talk 
Thank you needed that win in extra inning for so many reason tonightLove Baltimore,joy,1.555,thank needed win 
Sunshine sun ️ gt My Timeline wearyface goodmorrow ahoy humpday riseandgrind sunrise newday…,joy,1.855,️ gt 
A late celebration beer I wa saving for landons birth Cheers Port li 120 Minute IPA 2011,joy,3.393,saving 
