id,tweet_text,sentiment,sentiment_score
10089, fucked my coupon that goal! #raging,anger,0.7290000000000001
10090,LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.,anger,0.7290000000000001
10091,"Now that the whole clown rage has scared me shitless, i am gonna go cry in my room",anger,0.7290000000000001
10092,Worst juror ever? Michelle. You were nicole is biggest threat. #bitter #bb18,anger,0.7290000000000001
10093,Your twitter picture just makes me fume.,anger,0.7290000000000001
10094," you are a cruel, cruel man. #therewillbeblood ",anger,0.775
10095,"that is really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit",anger,0.867
10096," Ha. Right. i am from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.",anger,0.831
10097, something needs to be done about people hogging machines - nobody can use 3 machines at one time! #notfair #whypay,anger,0.708
10098,I wonder what American city will be next to protest about police shootings. who is next? Smh. #whenwillitstop #angry #howmanymoretimes,anger,0.708
10099, another angry white man!,anger,0.708
10100,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage,anger,0.759
10101,"The majority of people irritate the fuck out of me, cba with people ahahah",anger,0.862
10102, a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!,anger,0.708
10103,Wont use using again!! These guys cant get nothing right!! ,anger,0.708
10104, don't provoke me to anger,anger,0.708
10105,You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,anger,0.708
10106,Bloods boiling,anger,0.708
10107,"Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet",anger,0.708
10108, wallah my blood is boiling I need to take a nap ugh,anger,0.8170000000000001
10109,I swear if blocks me i am going to hit her back ,anger,0.708
10110," I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.",anger,0.708
10111,i am about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage,anger,0.708
10112,i am just a fuming ball of anger today upside-down_face ,anger,0.708
10113,I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.,anger,0.75
10114, thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry,anger,0.688
10115,A not turning up? Why am I not surprised. Late for work again! #fuming,anger,0.688
10116,Police Officers....should NOT have the right to just 'shoot' human beings without provocation. it is wrong.\n\n ,anger,0.688
10117,angry already,anger,0.688
10118,... flat party and I instantly get bollocked about it. #fuming,anger,0.69
10119, add tracking but resent them,anger,0.688
10120, Insider This man is an affront to our justice system.,anger,0.688
10121,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM #HuckFP2",anger,0.764
10122," ummm, the blog says 'with Simon Stehr faking 7th'...i will expect an investigation forthwith. This is an #outrage",anger,0.688
10123, black armed thug with a record carrying gun illegally gets shot by black cop. #outrage This is a joke.Let em destroy their town,anger,0.688
10124,..... wakes up and says 'have you tried changing her nappy?' pouting_face oncoming_fist medium-light_skin_tone #rage!!!!,anger,0.688
10125,Someone needs to tell Candice she will be stuck with that shitty pout if the wind changes. #GBBO,anger,0.688
10126, turn that shit off! Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome,anger,0.688
10127,I just love it when people make plans for me without actually including me in this process #rage,anger,0.688
10128," Smh, remove ideologically bankrupt and opportunistic establishment now. they are burning all bridges and social contracts. #anger",anger,0.688
10129," where is your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",anger,0.7659999999999999
10130, how can you even forget to pick ur fave child up from school #offended,anger,0.688
10131,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage,anger,0.688
10132, they irritate me. Them and their inch thick made up masks,anger,0.667
10133, fucked my coupon that goal! ,anger,0.667
10134,How was Natalie one of the top three favorites?! #toofaced and #bitter face_with_rolling_eyes ,anger,0.667
10135, Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.,anger,0.667
10136, #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,anger,0.667
10137,"To'Why can't we brothers protect one another? No one is serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield",anger,0.578
10138,..... wakes up and says 'have you tried changing her nappy?' pouting_face oncoming_fist medium-light_skin_tone !!!!,anger,0.667
10139, you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #noloyalty #joke #notimpressed,anger,0.667
10140,All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting,anger,0.667
10141,there is this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me will know,anger,0.667
10142,i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,anger,0.667
10143,testing #angry,anger,0.667
10144, put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard,anger,0.667
10145,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,anger,0.833
10146,i was angry.,anger,0.667
10147,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume,anger,0.667
10148, 'Congratulations your Free 1 month has been activated' Then charges £34.80 the same month. Absolutely furious pouting_face ,anger,0.667
10149, Hell hath no fury like a women scorned. it is the affair. Not the parenting,anger,0.667
10150,straight people are canoodling on the quad and i am #offended,anger,0.648
10151,"I can definitely feel my irritation today, lord give me strength",anger,0.667
10152, against Chelsea anything is possible haha. i am fuming about that bet face_with_rolling_eyes face_with_rolling_eyes face_with_rolling_eyes face_with_rolling_eyes face_with_rolling_eyes face_with_rolling_eyes ,anger,0.6459999999999999
10153,When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms,anger,0.812
10154, apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming,anger,0.6459999999999999
10155,I have 1000 rabid grizzly bears i am going to scatter in neighborhoods all over America.\n\nthey are poor refugees!\n\n#InYourNeighborhoodNotDC,anger,0.6459999999999999
10156, why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop,anger,0.6459999999999999
10157, i will be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,anger,0.6459999999999999
10158,Zero help from customer service. Just pushing the buck back and forth and promising callbacks that don't happen. #loathing,anger,0.6459999999999999
10159," he is stupid, I hate him lol #bitter",anger,0.6459999999999999
10160, what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer pouting_face ,anger,0.6459999999999999
10161," yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...",anger,0.6459999999999999
10162,People irritate me face_with_rolling_eyes ,anger,0.6459999999999999
10163,Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger,0.6459999999999999
10164,"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep ",anger,0.6459999999999999
10165,I swear if blocks me i am going to hit her back #revenge,anger,0.6459999999999999
10166, what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer pouting_face #fuming,anger,0.6459999999999999
10167, 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage,anger,0.6459999999999999
10168," why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? we have already 3 weeks. ",anger,0.6459999999999999
10169,Does she really need to pout all the time - getting on my nerves #GBBO,anger,0.6459999999999999
10170,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,anger,0.6459999999999999
10171, Maybe also being attacked by tom is rabid fans to whom he &amp; his clothes were always perfect also put me off him...,anger,0.6459999999999999
10172,"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter",anger,0.6459999999999999
10173," Nobody in that street burning and looting and terrifying innocent citizens was there, either.",anger,0.556
10174, #nothappy and still #charging the #fullprice pouting_face pouting_face #fuming some your #bestrides flushed_face flushed_face ,anger,0.6459999999999999
10175,Forgot to eat dinner and now i am furious with everything and everyone,anger,0.6459999999999999
10176,the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap hugging_face ,anger,0.6459999999999999
10177," both are nonsensical. If there is injustice against blacks, why add to it by destroying black property. it is misdirected anger",anger,0.69
10178,Can someone make me a priority list of which things I should be outraged at + in which order? #racism #animalrights #abortion #cops,anger,0.6459999999999999
10179, wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines #con!,anger,0.6459999999999999
10180,You a fuck boy if you run drag routes back to back in madden,anger,0.6459999999999999
10181,I got fever highs\nI got boiling blood,anger,0.6459999999999999
10182, he has BAD TEMPERAMENT #tantrums #HissyFits,anger,0.6459999999999999
10183,I can't even right now #bb18 #rage,anger,0.6459999999999999
10184," Haha.... Actually, after the Doggies i am barracking for Anyone But GWS! #bitter",anger,0.472
10185,Why are people that don't have iPhones so bitter about iPhones???? Can someone explain,anger,0.625
10186, The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? that is amazing.,anger,0.625
10187, always unhappy and easily offended.,anger,0.531
10188," shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it",anger,0.625
10189,All hell is breaking loose in Charlotte. #CharlotteProtest #looting,anger,0.625
10190,When you have still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us loudly_crying_face loudly_crying_face #oldcunt,anger,0.625
10191,Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott,anger,0.625
10192,Not giving a fuck is better than revenge.,anger,0.625
10193, we about to get shit on by the wrath of winter out of nowhere,anger,0.625
10194, WHY though! Why did u want to offend Americans?,anger,0.625
10195, 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the ,anger,0.625
10196, I don't think Monalisa has respect for anyone but herself! I think she will ruffle a few feathers. #TheJail,anger,0.625
10197, I asked for my parcel to be delivered to a pick up store not my address #poorcustomerservice,anger,0.625
10198,Thought the Xbox one s madden bundle would come with a physical copy of madden not a code sleeping_face it is gonna take fucking forever to download lol,anger,0.625
10199, he has BAD TEMPERAMENT #HissyFits,anger,0.625
10200,#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.,anger,0.5429999999999999
10201,The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.,anger,0.625
10202, she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby,anger,0.5710000000000001
10203,I just wanna know why there is no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,anger,0.625
10204,Forever angry that gh ruined Molly and morgan is bond/friendship #bitter,anger,0.625
10205,Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.,anger,0.625
10206, huh? We have a sprint coach? we are the slowest team in the comp. Talk about robbing a living. #outrage,anger,0.625
10207,Can't believe i have only got 2 days off left face_with_rolling_eyes #backtoreality #raging,anger,0.625
10208, fuming!,anger,0.625
10209,Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.,anger,0.625
10210,Ever put your fist through your laptops screen? If so its time for a new one lmao #hp,anger,0.625
10211,•My brother grabbed me in a aggressive manner and as always threw tantrums like a kid only knowing how to express himself--,anger,0.625
10212,"Don't join they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",anger,0.604
10213," I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",anger,0.604
10214,"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation",anger,0.604
10215,I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause i am different. expressionless_face ,anger,0.604
10216,I don't talk about politics because people nowadays get offended easily!,anger,0.479
10217, oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and i am not a fan of the ole miss one either,anger,0.468
10218," not received verification email, asked for it to be resent 5 times still nothing.",anger,0.604
10219,Unbelievable takes 10 minutes to get through to then there is a fault and the call hangs up #treatcustomersfairly,anger,0.604
10220," No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go",anger,0.604
10221,I genuinely think I have anger issues,anger,0.604
10222, Im honestly offended,anger,0.604
10223,Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter,anger,0.604
10224,i am so annoyed/sad YouTube is burning itself to the ground face_with_rolling_eyes face_with_rolling_eyes ,anger,0.604
10225,"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",anger,0.604
10226,Just paid for chicken at and didn't even get any expressionless_face expressionless_face expressionless_face there goes 4 dollars and me as a customer ,anger,0.604
10227,"Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour",anger,0.596
10228,When someone rudely says all women should have long hair and your inner feminist tries not to rage,anger,0.604
10229,"Absolutely raging at the changes to CAS, what a joke",anger,0.604
10230,Girls irritate me so much lol,anger,0.527
10231, ...i am waiting for you to figure out i am like... from 0 to 100 real quick with the irritation.,anger,0.604
10232, listen yh don't provoke me cos i will make you cry,anger,0.604
10233, Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,anger,0.447
10234,Bloody parking ticket unamused_face money_with_wings ,anger,0.583
10235, apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,anger,0.583
10236, Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! ,anger,0.583
10237,"they are like the rape apologists who inadvertently? Confusion make men sound like rabid, mindless beasts. With friends like these...",anger,0.583
10238,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger,0.583
10239, shot by black police woman Typical looney toon thinking. #Hillary #divide #chaos,anger,0.583
10240," sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger,0.629
10241, Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,anger,0.583
10242, a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,anger,0.583
10243, that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,anger,0.583
10244,Delete this shit Josh just screenshotted my snap me,anger,0.583
10245,Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger,0.583
10246, true. Just me spitting venom because i am still bitter with Stripe. Like an old man yelling from his porch.,anger,0.583
10247,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ #fuming,anger,0.583
10248,I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger,0.583
10249,"You will never find someone who loved you like I did. And that my love, will be my revenge.",anger,0.583
10250,A not turning up? Why am I not surprised. Late for work again! ,anger,0.583
10251,"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes",anger,0.583
10252, 'shit' doesn't even begin to describe these fiery little demons straight from hell full_moon_with_face new_moon_face Wink or smirk ,anger,0.583
10253,I am just so bitter today neutral_face ,anger,0.583
10254, Meanwhile white cops keep killing black people. But there is less outrage about that. Strange society that.,anger,0.5
10255, her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer # face_with_tears_of_joy face_with_tears_of_joy ,anger,0.583
10256,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,anger,0.583
10257,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage,anger,0.583
10258,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ frowning_face ️ ,anger,0.583
10259, specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,anger,0.583
10260, I gave up KENDRICK LAMAR to eat barbecue with him. #bitter,anger,0.583
10261, then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! ,anger,0.583
10262, sorry i am just angry my drone flew away,anger,0.583
10263, id be fuming,anger,0.583
10264, shut up hashtags are cool #offended,anger,0.562
10265, 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,anger,0.562
10266,I wonder what American city will be next to protest about police shootings. who is next? Smh. #whenwillitstop #howmanymoretimes,anger,0.562
10267,Why mfs so bitter,anger,0.562
10268,"im on holiday for the next round, fuming!",anger,0.562
10269,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,anger,0.598
10270, The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,anger,0.562
10271,"Like if you aggravate me constantly, byeeeeeeee",anger,0.562
10272," RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",anger,0.562
10273,Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...,anger,0.562
10274,hitting your children as discipline because you are being quite a raging hypocrite if you are not.,anger,0.562
10275,sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;,anger,0.562
10276, What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.,anger,0.562
10277, Bloody right ,anger,0.562
10278,i have so much hw tonight im offended,anger,0.519
10279,Like hello? I am your first born you must always laugh at my jokes. #offended,anger,0.562
10280,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation. #fatalism",anger,0.562
10281,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES ,anger,0.562
10282,and apparently he is supposed to have a Scottish accent??? i am #offended,anger,0.562
10283,"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world. •",anger,0.562
10284,Lost Frequencies/Janieck Devy - Reality Gestort Aber Geil Remix Confusion ' is raging at ShoutDRIVE!,anger,0.562
10285, what I miss? #outrage,anger,0.562
10286," it is 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger,0.562
10287,Worst juror ever? Michelle. You were nicole is biggest threat. #bb18,anger,0.562
10288,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,anger,0.562
10289,Fake people irritate me,anger,0.562
10290,Said it before and i will say it now America is really fortunate that black people only want equality and not revenge.,anger,0.562
10291,#Anger or #wrath is an intense emotional response.,anger,0.562
10292, AA have the right of passage when it comes to the 'N' word. Why should he insult him in his church. Ignorant!,anger,0.562
10293,if we let that in id be fuming poor keeping,anger,0.562
10294," yeah, i have only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger,0.562
10295," when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",anger,0.562
10296, everyone is against wigan because we are the biggest club #bitter,anger,0.562
10297,"Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul",anger,0.556
10298,Candace &amp; her pout are getting right on my tits #GBBO,anger,0.562
10299, I was so looking forward to Then it opened with a #stuartspecial. I literally yelled at my tv. ,anger,0.491
10300,BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!,anger,0.562
10301,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",anger,0.562
10302,ESPN just assumed I wanted their free magazines #offended,anger,0.542
10303,Yo there is a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,anger,0.542
10304,. 'today is proceedings and the entire process is an insult to our constituents.',anger,0.593
10305, i am sensing a theme here tho lol #angry,anger,0.542
